============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Oct 05 2021  04:51:22 pm
  Module:                 axis_accelerator_asic
  Technology libraries:   tcbn45gsbwpbc0d88 120
                          tcbn45gsbwpbc0d880d88 120
                          tcbn45gsbwpbc0d880d99 120
                          tcbn45gsbwpbc0d881d1 120
                          physical_cells 
  Operating conditions:   BC0D88COM 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

              Instance                                    Module                        Cell Count  Cell Area   Net Area   Total Area 
--------------------------------------------------------------------------------------------------------------------------------------
      Ca[0].Ga[0].Ua[3].Ma[3].ACC   accumulator_raw_45                                          74    217.325     80.119      297.444 
      Ca[0].Ga[0].Ua[1].Ma[10].ACC  accumulator_raw_24                                          74    217.325     80.119      297.444 
      Ca[0].Ga[0].Ua[1].Ma[7].ACC   accumulator_raw_21                                          74    217.325     80.119      297.444 
      Ca[0].Ga[0].Ua[1].Ma[4].ACC   accumulator_raw_18                                          74    217.325     80.119      297.444 
      Ca[0].Ga[0].Ua[13].Ma[12].ACC accumulator_raw_194                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[12].Ma[12].ACC accumulator_raw_180                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[11].Ma[12].ACC accumulator_raw_166                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[10].Ma[12].ACC accumulator_raw_152                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[8].Ma[12].ACC  accumulator_raw_124                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[7].Ma[12].ACC  accumulator_raw_110                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[6].Ma[12].ACC  accumulator_raw_96                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[5].Ma[12].ACC  accumulator_raw_82                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[4].Ma[12].ACC  accumulator_raw_68                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[3].Ma[12].ACC  accumulator_raw_54                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[2].Ma[12].ACC  accumulator_raw_40                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[1].Ma[12].ACC  accumulator_raw_26                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[0].Ma[12].ACC  accumulator_raw_12                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[13].Ma[11].ACC accumulator_raw_193                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[13].Ma[10].ACC accumulator_raw_192                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[13].Ma[9].ACC  accumulator_raw_191                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[13].Ma[8].ACC  accumulator_raw_190                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[13].Ma[7].ACC  accumulator_raw_189                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[13].Ma[6].ACC  accumulator_raw_188                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[13].Ma[5].ACC  accumulator_raw_187                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[13].Ma[4].ACC  accumulator_raw_186                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[13].Ma[3].ACC  accumulator_raw_185                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[13].Ma[1].ACC  accumulator_raw_183                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[13].Ma[0].ACC  accumulator_raw_182                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[12].Ma[11].ACC accumulator_raw_179                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[12].Ma[10].ACC accumulator_raw_178                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[12].Ma[9].ACC  accumulator_raw_177                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[12].Ma[8].ACC  accumulator_raw_176                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[12].Ma[7].ACC  accumulator_raw_175                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[12].Ma[6].ACC  accumulator_raw_174                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[12].Ma[5].ACC  accumulator_raw_173                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[12].Ma[4].ACC  accumulator_raw_172                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[12].Ma[3].ACC  accumulator_raw_171                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[12].Ma[2].ACC  accumulator_raw_170                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[12].Ma[1].ACC  accumulator_raw_169                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[12].Ma[0].ACC  accumulator_raw_168                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[11].Ma[11].ACC accumulator_raw_165                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[11].Ma[10].ACC accumulator_raw_164                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[11].Ma[9].ACC  accumulator_raw_163                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[11].Ma[8].ACC  accumulator_raw_162                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[11].Ma[7].ACC  accumulator_raw_161                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[11].Ma[6].ACC  accumulator_raw_160                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[11].Ma[5].ACC  accumulator_raw_159                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[11].Ma[4].ACC  accumulator_raw_158                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[11].Ma[3].ACC  accumulator_raw_157                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[11].Ma[2].ACC  accumulator_raw_156                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[11].Ma[1].ACC  accumulator_raw_155                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[11].Ma[0].ACC  accumulator_raw_154                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[10].Ma[10].ACC accumulator_raw_150                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[10].Ma[9].ACC  accumulator_raw_149                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[10].Ma[7].ACC  accumulator_raw_147                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[10].Ma[6].ACC  accumulator_raw_146                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[10].Ma[5].ACC  accumulator_raw_145                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[10].Ma[4].ACC  accumulator_raw_144                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[10].Ma[3].ACC  accumulator_raw_143                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[10].Ma[0].ACC  accumulator_raw_140                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[9].Ma[11].ACC  accumulator_raw_137                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[9].Ma[9].ACC   accumulator_raw_135                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[9].Ma[8].ACC   accumulator_raw_134                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[9].Ma[7].ACC   accumulator_raw_133                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[9].Ma[6].ACC   accumulator_raw_132                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[9].Ma[5].ACC   accumulator_raw_131                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[9].Ma[4].ACC   accumulator_raw_130                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[9].Ma[3].ACC   accumulator_raw_129                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[9].Ma[2].ACC   accumulator_raw_128                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[9].Ma[1].ACC   accumulator_raw_127                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[9].Ma[0].ACC   accumulator_raw_126                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[8].Ma[11].ACC  accumulator_raw_123                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[8].Ma[10].ACC  accumulator_raw_122                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[8].Ma[9].ACC   accumulator_raw_121                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[8].Ma[8].ACC   accumulator_raw_120                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[8].Ma[7].ACC   accumulator_raw_119                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[8].Ma[6].ACC   accumulator_raw_118                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[8].Ma[5].ACC   accumulator_raw_117                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[8].Ma[4].ACC   accumulator_raw_116                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[8].Ma[3].ACC   accumulator_raw_115                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[8].Ma[2].ACC   accumulator_raw_114                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[8].Ma[1].ACC   accumulator_raw_113                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[8].Ma[0].ACC   accumulator_raw_112                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[7].Ma[11].ACC  accumulator_raw_109                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[7].Ma[10].ACC  accumulator_raw_108                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[7].Ma[9].ACC   accumulator_raw_107                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[7].Ma[8].ACC   accumulator_raw_106                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[7].Ma[7].ACC   accumulator_raw_105                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[7].Ma[6].ACC   accumulator_raw_104                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[7].Ma[4].ACC   accumulator_raw_102                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[7].Ma[3].ACC   accumulator_raw_101                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[7].Ma[2].ACC   accumulator_raw_100                                         73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[7].Ma[1].ACC   accumulator_raw_99                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[7].Ma[0].ACC   accumulator_raw_98                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[6].Ma[10].ACC  accumulator_raw_94                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[6].Ma[9].ACC   accumulator_raw_93                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[6].Ma[8].ACC   accumulator_raw_92                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[6].Ma[7].ACC   accumulator_raw_91                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[6].Ma[6].ACC   accumulator_raw_90                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[6].Ma[5].ACC   accumulator_raw_89                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[6].Ma[4].ACC   accumulator_raw_88                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[6].Ma[3].ACC   accumulator_raw_87                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[6].Ma[2].ACC   accumulator_raw_86                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[5].Ma[11].ACC  accumulator_raw_81                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[5].Ma[10].ACC  accumulator_raw_80                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[5].Ma[8].ACC   accumulator_raw_78                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[5].Ma[5].ACC   accumulator_raw_75                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[5].Ma[4].ACC   accumulator_raw_74                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[5].Ma[3].ACC   accumulator_raw_73                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[5].Ma[2].ACC   accumulator_raw_72                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[5].Ma[1].ACC   accumulator_raw_71                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[4].Ma[11].ACC  accumulator_raw_67                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[4].Ma[10].ACC  accumulator_raw_66                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[4].Ma[9].ACC   accumulator_raw_65                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[4].Ma[8].ACC   accumulator_raw_64                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[4].Ma[7].ACC   accumulator_raw_63                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[4].Ma[5].ACC   accumulator_raw_61                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[4].Ma[4].ACC   accumulator_raw_60                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[4].Ma[2].ACC   accumulator_raw_58                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[4].Ma[1].ACC   accumulator_raw_57                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[4].Ma[0].ACC   accumulator_raw_56                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[3].Ma[11].ACC  accumulator_raw_53                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[3].Ma[10].ACC  accumulator_raw_52                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[3].Ma[7].ACC   accumulator_raw_49                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[3].Ma[6].ACC   accumulator_raw_48                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[3].Ma[2].ACC   accumulator_raw_44                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[3].Ma[1].ACC   accumulator_raw_43                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[3].Ma[0].ACC   accumulator_raw_42                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[2].Ma[11].ACC  accumulator_raw_39                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[2].Ma[10].ACC  accumulator_raw_38                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[2].Ma[9].ACC   accumulator_raw_37                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[2].Ma[8].ACC   accumulator_raw_36                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[2].Ma[7].ACC   accumulator_raw_35                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[2].Ma[6].ACC   accumulator_raw_34                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[2].Ma[5].ACC   accumulator_raw_33                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[2].Ma[4].ACC   accumulator_raw_32                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[2].Ma[3].ACC   accumulator_raw_31                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[2].Ma[2].ACC   accumulator_raw_30                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[2].Ma[1].ACC   accumulator_raw_29                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[2].Ma[0].ACC   accumulator_raw_28                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[1].Ma[11].ACC  accumulator_raw_25                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[1].Ma[9].ACC   accumulator_raw_23                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[1].Ma[8].ACC   accumulator_raw_22                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[1].Ma[6].ACC   accumulator_raw_20                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[1].Ma[5].ACC   accumulator_raw_19                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[1].Ma[3].ACC   accumulator_raw_17                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[1].Ma[2].ACC   accumulator_raw_16                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[1].Ma[1].ACC   accumulator_raw_15                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[1].Ma[0].ACC   accumulator_raw_14                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[0].Ma[11].ACC  accumulator_raw_11                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[0].Ma[10].ACC  accumulator_raw_10                                          73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[0].Ma[9].ACC   accumulator_raw_9                                           73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[0].Ma[8].ACC   accumulator_raw_8                                           73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[0].Ma[7].ACC   accumulator_raw_7                                           73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[0].Ma[6].ACC   accumulator_raw_6                                           73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[0].Ma[5].ACC   accumulator_raw_5                                           73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[0].Ma[4].ACC   accumulator_raw_4                                           73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[0].Ma[3].ACC   accumulator_raw_3                                           73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[0].Ma[2].ACC   accumulator_raw_2                                           73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[0].Ma[1].ACC   accumulator_raw_1                                           73    216.619     73.533      290.153 
      Ca[0].Ga[0].Ua[0].Ma[0].ACC   accumulator_raw                                             73    216.619     73.533      290.153 
      PAD_FILTER                    pad_filter_ZERO0                                            47    104.252     51.997      156.249 
        COL_END_REG                 register_WORD_WIDTH5_RESET_VALUE0_3                          5     19.580      0.000       19.580 
    SLICE                           axis_register_DATA_WIDTH4704_KEEP_ENABLE0_LAST_ENA           6     14.288      4.647       18.936 
  input_pipe                        axis_input_pipe_ZERO0                                    25086  65272.410  36016.147   101288.557 
    PIXELS                          axis_pixels_pipe_ZERO0                                   19739  51624.518  28025.347    79649.865 
      DW                            axis_pixels_dw_ZERO0                                     19188  50120.003  27166.792    77286.795 
        N[17].genblk1.DW            alex_axis_adapter_any_S_DATA_WIDTH64_S_KEEP_ENABLE        8759  23303.146  12417.310    35720.455 
          genblk1.SLAVE_ADAPTER     axis_adapter_S_DATA_WIDTH64_S_KEEP_ENABLE1_S_KEEP_        4770  12049.178   5596.566    17645.745 
          genblk2.MASTER_ADAPTER    axis_adapter_S_DATA_WIDTH1088_S_KEEP_ENABLE1_S_KEE        3989  11253.967   5544.384    16798.351 
        N[18].genblk1.DW            alex_axis_adapter_any_S_DATA_WIDTH64_S_KEEP_ENABLE        5070  12926.063   7012.106    19938.169 
          genblk2.MASTER_ADAPTER    axis_adapter_S_DATA_WIDTH576_S_KEEP_ENABLE1_S_KEEP        2459   6418.843   3315.700     9734.543 
          genblk1.SLAVE_ADAPTER     axis_adapter_S_DATA_WIDTH64_S_KEEP_ENABLE1_S_KEEP_        2611   6507.220   3016.095     9523.315 
        N[14].genblk1.DW            alex_axis_adapter_any_S_DATA_WIDTH64_S_KEEP_ENABLE        3958  10071.382   5469.815    15541.196 
          genblk2.MASTER_ADAPTER    axis_adapter_S_DATA_WIDTH448_S_KEEP_ENABLE1_S_KEEP        1923   4997.765   2593.430     7591.195 
          genblk1.SLAVE_ADAPTER     axis_adapter_S_DATA_WIDTH64_S_KEEP_ENABLE1_S_KEEP_        2035   5073.617   2345.716     7419.333 
        N[16].genblk1.DW            alex_axis_adapter_any_S_DATA_WIDTH64_S_KEEP_ENABLE         502   1296.364    564.793     1861.156 
          genblk1.SLAVE_ADAPTER     axis_adapter_S_DATA_WIDTH64_S_KEEP_ENABLE1_S_KEEP_         502   1296.364    564.793     1861.156 
      SHIFT                         axis_pixels_shift_ZERO0                                    551   1504.516    702.246     2206.762 
        SLICE                       axis_register_DATA_WIDTH112_KEEP_ENABLE0_LAST_ENAB         252    667.498    203.392      870.890 
    WEIGHTS_ROTATOR                 axis_weight_rotator_ZERO0                                 5336  13627.958   7969.290    21597.248 
      DW                            alex_axis_adapter_any_S_DATA_WIDTH64_S_KEEP_ENABLE        4045  10358.208   5654.352    16012.560 
        genblk2.MASTER_ADAPTER      axis_adapter_S_DATA_WIDTH448_S_KEEP_ENABLE1_S_KEEP        2013   5275.595   2781.526     8057.121 
        genblk1.SLAVE_ADAPTER       axis_adapter_S_DATA_WIDTH64_S_KEEP_ENABLE1_S_KEEP_        2032   5082.613   2342.158     7424.771 
      REG_PIPE                      axis_pipeline_register_DATA_WIDTH112_KEEP_ENABLE0_         601   1658.866    686.445     2345.311 
        pipe_reg[1].reg_inst        axis_register_DATA_WIDTH112_KEEP_ENABLE0_KEEP_WIDT         355   1024.531    362.038     1386.569 
        pipe_reg[0].reg_inst        axis_register_DATA_WIDTH112_KEEP_ENABLE0_KEEP_WIDT         245    633.805    196.700      830.505 
      genblk2[1].BRAM               cyclic_bram_R_DEPTH1024_R_DATA_WIDTH112_W_DATA_WID          71    202.860    121.387      324.247 
        ADD_R                       register_WORD_WIDTH10_RESET_VALUE0_LOCAL1_3                 10     52.920      0.000       52.920 
        ADDR_W                      register_WORD_WIDTH10_RESET_VALUE0_LOCAL1_2                 10     52.920      0.000       52.920 
      genblk2[0].BRAM               cyclic_bram_R_DEPTH1024_R_DATA_WIDTH112_W_DATA_WID          71    202.860    121.387      324.247 
        ADD_R                       register_WORD_WIDTH10_RESET_VALUE0_LOCAL1_1                 10     52.920      0.000       52.920 
        ADDR_W                      register_WORD_WIDTH10_RESET_VALUE0_LOCAL1                   10     52.920      0.000       52.920 
      I_WEIGHTS_READ                register_WORD_WIDTH1_RESET_VALUE0_2                          2      6.350      1.036        7.386 
      I_WEIGHTS_WRITE               register_WORD_WIDTH1_RESET_VALUE0_1                          2      5.821      1.036        6.857 
  CONV_DW                           axis_conv_dw_bank_ZERO0                                  17254  51762.287  23642.256    75404.543 
    C[0].G[0].CONV_DW               axis_dw_shift_ZERO0                                      17254  51762.287  23642.256    75404.543 
      SLICE                         axis_register_DATA_WIDTH336_KEEP_ENABLE0_LAST_ENAB        1031   3190.018   1056.184     4246.202 
  DW_OUT                            alex_axis_adapter_any_S_DATA_WIDTH336_S_KEEP_ENABL       10062  27907.362  14709.197    42616.559 
    genblk1.SLAVE_ADAPTER           axis_adapter_S_DATA_WIDTH336_S_KEEP_ENABLE1_S_KEEP        5718  14959.602   6988.233    21947.835 
    genblk2.MASTER_ADAPTER          axis_adapter_S_DATA_WIDTH1344_S_KEEP_ENABLE1_S_KEE        4344  12947.760   6190.331    19138.091 
