============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Oct 08 2021  03:22:33 am
  Module:                 axis_accelerator_asic
  Operating conditions:   NCCOM 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                                Leakage      Dynamic        Total     
               Instance                 Cells  Power(nW)    Power(nW)     Power(nW)   
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
      Ca[0].Ga[0..12].Ma[3].ACC           140    3702.262    222468.045    226170.307 
        add_31_23                          93    2601.124    150589.202    153190.326 
          RC_CG_HIER_INST368                1      34.558      3399.793      3434.351 
        RC_CG_HIER_INST367                  1      34.558      4439.715      4474.273 
        REG                                 0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
