============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
        ACC                                       accumulator_raw_53                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[52].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_52                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_52                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[61].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_61                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_61                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[91].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_91                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_91                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[49].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_337                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_337                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[39].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_327                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_327                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[37].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_325                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_325                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[36].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_324                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_324                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[35].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_323                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_323                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[33].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_321                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_321                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[31].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_319                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_319                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[30].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_318                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_318                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[25].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_313                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_313                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[21].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_309                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_309                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[20].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_308                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_308                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[19].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_307                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_307                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[2].Ma[21].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_213                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_213                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[2].Ma[20].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_212                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_212                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[2].Ma[19].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_211                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_211                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[41].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_329                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_329                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[49].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_433                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_433                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[48].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_432                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_432                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[47].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_431                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_431                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[46].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_430                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_430                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[45].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_429                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_429                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[44].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_428                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_428                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[43].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_427                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_427                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[33].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_417                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_417                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[25].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_409                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_409                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[24].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_408                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_408                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[52].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_628                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_628                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[36].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_612                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_612                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[34].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_610                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_610                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[33].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_609                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_609                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[49].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_145                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_145                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[48].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_144                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_144                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[47].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_143                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_143                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[46].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_142                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_142                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[45].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_141                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_141                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[44].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_140                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_140                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[43].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_139                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_139                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[42].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_138                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_138                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[41].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_137                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_137                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[39].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_135                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_135                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[38].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_134                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_134                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[37].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_133                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_133                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[36].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_132                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_132                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[35].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_131                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_131                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[34].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_130                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_130                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[33].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_129                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_129                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[32].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_128                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_128                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[31].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_127                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_127                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[30].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_126                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_126                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[25].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_121                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_121                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[24].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_120                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_120                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[21].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_117                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_117                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[20].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_116                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_116                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[19].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_115                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_115                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[18].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_114                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_114                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[5].Ma[36].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_516                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_516                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[5].Ma[35].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_515                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_515                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[5].Ma[34].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_514                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_514                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[5].Ma[33].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_513                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_513                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[5].Ma[32].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_512                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_512                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[5].Ma[31].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_511                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_511                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[5].Ma[30].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_510                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_510                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[5].Ma[25].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_505                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_505                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[5].Ma[24].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_504                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_504                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[5].Ma[21].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_501                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_501                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[5].Ma[20].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_500                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_500                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[5].Ma[19].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_499                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_499                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[25].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_25                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_25                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[5].Ma[37].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_517                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_517                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[49].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_49                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_49                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[48].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_48                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_48                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[47].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_47                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_47                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[46].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_46                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_46                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[45].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_45                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_45                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[44].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_44                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_44                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[43].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_43                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_43                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[42].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_42                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_42                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[41].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_41                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_41                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[39].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_39                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_39                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[38].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_38                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_38                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[37].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_37                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_37                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[36].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_36                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_36                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[35].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_35                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_35                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[34].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_34                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_34                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[33].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_33                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_33                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[32].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_32                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_32                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[31].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_31                                          139    260.190     95.104      355.294 
