============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Oct 04 2021  10:01:56 pm
  Module:                 axis_conv_engine
  Operating conditions:   BC0D88COM 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                           Leakage      Dynamic       Total    
            Instance              Cells   Power(nW)    Power(nW)    Power(nW)  
    Cm[0].Gm[0..9].Mm[10].MUL       616    19468.409    54198.408    73666.816 
      mul_74_23                     552    12104.218    35959.177    48063.394 
      REG                            64     7364.191    18239.231    25603.422 
    Cm[0].Gm[0..9].Mm[11].MUL       616    19468.409    55360.473    74828.882 
      mul_74_23                     552    12104.218    36630.102    48734.320 
      REG                            64     7364.191    18730.371    26094.561 
    Cm[0].Gm[0..9].Mm[12].MUL       616    19468.409    53817.035    73285.444 
      mul_74_23                     552    12104.218    35425.327    47529.545 
      REG                            64     7364.191    18391.708    25755.899 
    Cm[0].Gm[0..9].Mm[13].MUL       616    19468.409    53363.117    72831.526 
      mul_74_23                     552    12104.218    35381.569    47485.787 
      REG                            64     7364.191    17981.548    25345.739 
    Cm[0].Gm[0..10].Mm[0].MUL       616    19468.409    56201.281    75669.689 
      mul_74_23                     552    12104.218    37872.775    49976.993 
      REG                            64     7364.191    18328.506    25692.697 
    Cm[0].Gm[0..10].Mm[1].MUL       616    19468.409    53653.406    73121.815 
      mul_74_23                     552    12104.218    35412.380    47516.598 
      REG                            64     7364.191    18241.027    25605.217 
    Cm[0].Gm[0..10].Mm[2].MUL       616    19468.409    57430.857    76899.265 
      mul_74_23                     552    12104.218    38783.683    50887.901 
      REG                            64     7364.191    18647.173    26011.364 
    Cm[0].Gm[0..10].Mm[3].MUL       616    19468.409    55804.213    75272.621 
      mul_74_23                     552    12104.218    37664.255    49768.473 
      REG                            64     7364.191    18139.958    25504.148 
    Cm[0].Gm[0..10].Mm[4].MUL       616    19468.409    54971.212    74439.621 
      mul_74_23                     552    12104.218    36941.920    49046.138 
      REG                            64     7364.191    18029.292    25393.482 
    Cm[0].Gm[0..10].Mm[5].MUL       616    19468.409    56146.624    75615.033 
      mul_74_23                     552    12104.218    37618.795    49723.013 
      REG                            64     7364.191    18527.829    25892.020 
    Cm[0].Gm[0..10].Mm[6].MUL       616    19468.409    53190.317    72658.725 
      mul_74_23                     552    12104.218    35428.683    47532.900 
      REG                            64     7364.191    17761.634    25125.825 
    Cm[0].Gm[0..10].Mm[7].MUL       616    19468.409    51993.570    71461.979 
      mul_74_23                     552    12104.218    34340.340    46444.558 
      REG                            64     7364.191    17653.230    25017.421 
    Cm[0].Gm[0..10].Mm[8].MUL       616    19468.409    52990.222    72458.630 
      mul_74_23                     552    12104.218    34358.584    46462.802 
      REG                            64     7364.191    18631.637    25995.828 
    Cm[0].Gm[0..10].Mm[9].MUL       616    19468.409    54774.784    74243.193 
      mul_74_23                     552    12104.218    36585.050    48689.268 
      REG                            64     7364.191    18189.734    25553.925 
    Cm[0].Gm[0..0].Mm[10].MUL       616    19468.409    55981.525    75449.933 
      mul_74_23                     552    12104.218    37008.510    49112.727 
      REG                            64     7364.191    18973.015    26337.206 
    Cm[0].Gm[0..0].Mm[11].MUL       616    19468.409    55642.093    75110.502 
      mul_74_23                     552    12104.218    37598.557    49702.775 
      REG                            64     7364.191    18043.536    25407.726 
    Cm[0].Gm[0..0].Mm[12].MUL       616    19468.409    53266.004    72734.413 
      mul_74_23                     552    12104.218    34952.675    47056.893 
      REG                            64     7364.191    18313.329    25677.520 
    Cm[0].Gm[0..0].Mm[13].MUL       616    19468.409    52689.911    72158.320 
      mul_74_23                     552    12104.218    35008.676    47112.894 
      REG                            64     7364.191    17681.235    25045.426 
    Cm[0].Gm[0..11].Mm[0].MUL       616    19468.409    52163.590    71631.999 
      mul_74_23                     552    12104.218    34312.905    46417.122 
      REG                            64     7364.191    17850.685    25214.876 
    Cm[0].Gm[0..11].Mm[1].MUL       616    19468.409    53598.071    73066.479 
      mul_74_23                     552    12104.218    35339.627    47443.845 
      REG                            64     7364.191    18258.443    25622.634 
    Cm[0].Gm[0..11].Mm[2].MUL       616    19468.409    56369.842    75838.251 
      mul_74_23                     552    12104.218    38079.224    50183.442 
      REG                            64     7364.191    18290.618    25654.809 
    Cm[0].Gm[0..11].Mm[3].MUL       616    19468.409    56874.301    76342.710 
      mul_74_23                     552    12104.218    38602.406    50706.624 
      REG                            64     7364.191    18271.895    25636.086 
    Cm[0].Gm[0..11].Mm[4].MUL       616    19468.409    55408.548    74876.957 
      mul_74_23                     552    12104.218    37588.064    49692.282 
      REG                            64     7364.191    17820.484    25184.675 
    Cm[0].Gm[0..11].Mm[5].MUL       616    19468.409    56130.609    75599.018 
      mul_74_23                     552    12104.218    37894.238    49998.456 
      REG                            64     7364.191    18236.371    25600.562 
    Cm[0].Gm[0..11].Mm[6].MUL       616    19468.409    53882.692    73351.100 
      mul_74_23                     552    12104.218    36287.533    48391.751 
      REG                            64     7364.191    17595.159    24959.349 
    Cm[0].Gm[0..11].Mm[7].MUL       616    19468.409    55565.759    75034.168 
      mul_74_23                     552    12104.218    37834.604    49938.822 
      REG                            64     7364.191    17731.155    25095.346 
    Cm[0].Gm[0..11].Mm[8].MUL       616    19468.409    52884.904    72353.313 
      mul_74_23                     552    12104.218    34997.640    47101.858 
      REG                            64     7364.191    17887.265    25251.455 
    Cm[0].Gm[0..11].Mm[9].MUL       616    19468.409    50617.067    70085.476 
      mul_74_23                     552    12104.218    33139.558    45243.776 
      REG                            64     7364.191    17477.509    24841.699 
    Cm[0].Gm[0..1].Mm[10].MUL       616    19468.409    52741.643    72210.051 
      mul_74_23                     552    12104.218    35167.895    47272.113 
      REG                            64     7364.191    17573.748    24937.938 
    Cm[0].Gm[0..1].Mm[11].MUL       616    19468.409    54683.825    74152.234 
      mul_74_23                     552    12104.218    36230.775    48334.993 
      REG                            64     7364.191    18453.051    25817.241 
    Cm[0].Gm[0..1].Mm[12].MUL       616    19468.409    53635.009    73103.418 
      mul_74_23                     552    12104.218    35527.201    47631.419 
      REG                            64     7364.191    18107.808    25471.999 
    Cm[0].Gm[0..1].Mm[13].MUL       616    19468.409    55234.184    74702.592 
      mul_74_23                     552    12104.218    37207.201    49311.419 
      REG                            64     7364.191    18026.983    25391.174 
    Cm[0].Gm[0..12].Mm[0].MUL       616    19468.409    52242.493    71710.901 
      mul_74_23                     552    12104.218    34367.467    46471.685 
      REG                            64     7364.191    17875.025    25239.216 
    Cm[0].Gm[0..12].Mm[1].MUL       616    19468.409    53654.079    73122.488 
      mul_74_23                     552    12104.218    35502.172    47606.390 
      REG                            64     7364.191    18151.907    25516.098 
    Cm[0].Gm[0..12].Mm[2].MUL       616    19468.409    52923.365    72391.773 
      mul_74_23                     552    12104.218    35039.266    47143.484 
      REG                            64     7364.191    17884.098    25248.289 
    Cm[0].Gm[0..12].Mm[3].MUL       616    19468.409    56202.205    75670.614 
      mul_74_23                     552    12104.218    37889.478    49993.695 
      REG                            64     7364.191    18312.727    25676.918 
    Cm[0].Gm[0..12].Mm[4].MUL       616    19468.409    55778.053    75246.462 
      mul_74_23                     552    12104.218    37986.536    50090.754 
      REG                            64     7364.191    17791.517    25155.707 
    Cm[0].Gm[0..12].Mm[5].MUL       616    19468.409    55692.140    75160.549 
      mul_74_23                     552    12104.218    37700.784    49805.002 
      REG                            64     7364.191    17991.356    25355.547 
    Cm[0].Gm[0..12].Mm[6].MUL       616    19468.409    55355.037    74823.446 
      mul_74_23                     552    12104.218    37628.547    49732.765 
      REG                            64     7364.191    17726.490    25090.681 
    Cm[0].Gm[0..12].Mm[7].MUL       616    19468.409    54391.539    73859.948 
      mul_74_23                     552    12104.218    36274.768    48378.986 
      REG                            64     7364.191    18116.771    25480.962 
    Cm[0].Gm[0..12].Mm[8].MUL       616    19468.409    55191.089    74659.497 
      mul_74_23                     552    12104.218    36250.781    48354.999 
      REG                            64     7364.191    18940.308    26304.499 
    Cm[0].Gm[0..12].Mm[9].MUL       616    19468.409    54442.371    73910.779 
      mul_74_23                     552    12104.218    36573.293    48677.511 
      REG                            64     7364.191    17869.078    25233.269 
    Cm[0].Gm[0..2].Mm[10].MUL       616    19468.409    56394.677    75863.085 
      mul_74_23                     552    12104.218    38285.010    50389.228 
      REG                            64     7364.191    18109.666    25473.857 
    Cm[0].Gm[0..2].Mm[11].MUL       616    19468.409    55339.428    74807.836 
      mul_74_23                     552    12104.218    37146.411    49250.629 
      REG                            64     7364.191    18193.017    25557.208 
    Cm[0].Gm[0..2].Mm[12].MUL       616    19468.409    55010.742    74479.151 
      mul_74_23                     552    12104.218    36873.700    48977.918 
      REG                            64     7364.191    18137.042    25501.233 
    Cm[0].Gm[0..2].Mm[13].MUL       616    19468.409    53997.144    73465.552 
      mul_74_23                     552    12104.218    36177.351    48281.569 
      REG                            64     7364.191    17819.793    25183.983 
    Cm[0].Gm[0..13].Mm[0].MUL       616    19468.409    53662.095    73130.503 
      mul_74_23                     552    12104.218    34985.189    47089.406 
      REG                            64     7364.191    18676.906    26041.097 
    Cm[0].Gm[0..13].Mm[1].MUL       616    19468.409    56263.773    75732.182 
      mul_74_23                     552    12104.218    37456.207    49560.424 
      REG                            64     7364.191    18807.566    26171.757 
    Cm[0].Gm[0..13].Mm[2].MUL       616    19468.409    53955.024    73423.433 
      mul_74_23                     552    12104.218    35370.566    47474.784 
      REG                            64     7364.191    18584.459    25948.649 
    Cm[0].Gm[0..13].Mm[3].MUL       616    19468.409    55567.467    75035.875 
      mul_74_23                     552    12104.218    37016.112    49120.330 
      REG                            64     7364.191    18551.355    25915.545 
    Cm[0].Gm[0..13].Mm[4].MUL       616    19468.409    53847.274    73315.682 
      mul_74_23                     552    12104.218    35478.569    47582.787 
      REG                            64     7364.191    18368.705    25732.896 
    Cm[0].Gm[0..13].Mm[5].MUL       616    19468.409    56696.234    76164.643 
      mul_74_23                     552    12104.218    37689.955    49794.173 
      REG                            64     7364.191    19006.280    26370.470 
    Cm[0].Gm[0..13].Mm[6].MUL       616    19468.409    57010.827    76479.235 
      mul_74_23                     552    12104.218    38014.347    50118.565 
      REG                            64     7364.191    18996.480    26360.671 
    Cm[0].Gm[0..13].Mm[7].MUL       616    19468.409    55332.860    74801.268 
      mul_74_23                     552    12104.218    36693.861    48798.079 
      REG                            64     7364.191    18638.998    26003.189 
    Cm[0].Gm[0..13].Mm[8].MUL       616    19468.409    53712.192    73180.601 
      mul_74_23                     552    12104.218    35137.334    47241.552 
      REG                            64     7364.191    18574.858    25939.048 
    Cm[0].Gm[0..13].Mm[9].MUL       616    19468.409    55159.028    74627.437 
      mul_74_23                     552    12104.218    36664.293    48768.511 
      REG                            64     7364.191    18494.735    25858.926 
    Cm[0].Gm[0..3].Mm[10].MUL       616    19468.409    56026.050    75494.458 
      mul_74_23                     552    12104.218    37335.637    49439.855 
      REG                            64     7364.191    18690.413    26054.603 
    Cm[0].Gm[0..3].Mm[11].MUL       616    19468.409    56253.043    75721.451 
      mul_74_23                     552    12104.218    37408.128    49512.346 
      REG                            64     7364.191    18844.915    26209.105 
    Cm[0].Gm[0..3].Mm[12].MUL       616    19468.409    53398.133    72866.541 
      mul_74_23                     552    12104.218    34762.277    46866.494 
      REG                            64     7364.191    18635.856    26000.047 
    Cm[0].Gm[0..3].Mm[13].MUL       616    19468.409    54428.211    73896.620 
      mul_74_23                     552    12104.218    36048.336    48152.554 
      REG                            64     7364.191    18379.876    25744.066 
    Ca[0].Ga[0..[0].Ma[0].ACC       320    17178.016    80805.130    97983.146 
      REG                            96    11046.286    35274.504    46320.790 
      add_31_23                     200     6131.730    42291.355    48423.085 
    Ca[0].Ga[0..[1].Ma[0].ACC       320    17178.016    79984.907    97162.923 
      REG                            96    11046.286    34831.396    45877.682 
      add_31_23                     200     6131.730    41844.968    47976.698 
    Ca[0].Ga[0..[2].Ma[0].ACC       320    17178.016    83110.959   100288.975 
      REG                            96    11046.286    35497.781    46544.067 
      add_31_23                     200     6131.730    44203.096    50334.826 
    Ca[0].Ga[0..[3].Ma[0].ACC       320    17178.016    81743.360    98921.376 
      REG                            96    11046.286    35247.224    46293.510 
      add_31_23                     200     6131.730    43121.648    49253.378 
    Ca[0].Ga[0..[4].Ma[0].ACC       320    17178.016    80141.686    97319.702 
      REG                            96    11046.286    34718.376    45764.662 
      add_31_23                     200     6131.730    42320.769    48452.499 
    Ca[0].Ga[0..[5].Ma[0].ACC       320    17178.016    77279.490    94457.506 
      REG                            96    11046.286    34211.503    45257.789 
      add_31_23                     200     6131.730    40055.894    46187.624 
    Ca[0].Ga[0..[6].Ma[0].ACC       320    17178.016    86250.468   103428.484 
      REG                            96    11046.286    35413.582    46459.868 
      add_31_23                     200     6131.730    47601.346    53733.076 
    Ca[0].Ga[0..[7].Ma[0].ACC       320    17178.016    79013.979    96191.995 
      REG                            96    11046.286    34103.658    45149.944 
      add_31_23                     200     6131.730    42031.025    48162.755 
    Ca[0].Ga[0..[8].Ma[0].ACC       320    17178.016    81354.465    98532.481 
      REG                            96    11046.286    34904.078    45950.364 
      add_31_23                     200     6131.730    43183.690    49315.419 
    Ca[0].Ga[0..[9].Ma[0].ACC       320    17178.016    76920.458    94098.474 
      REG                            96    11046.286    33557.745    44604.031 
      add_31_23                     200     6131.730    40327.932    46459.662 
    Ca[0].Ga[0..10].Ma[0].ACC       320    17178.016    80679.491    97857.507 
      REG                            96    11046.286    33352.589    44398.875 
      add_31_23                     200     6131.730    44107.395    50239.125 
    Ca[0].Ga[0..11].Ma[0].ACC       320    17178.016    84392.045   101570.061 
      REG                            96    11046.286    34789.946    45836.232 
      add_31_23                     200     6131.730    46244.450    52376.180 
    Ca[0].Ga[0..12].Ma[0].ACC       320    17178.016    81744.593    98922.609 
      REG                            96    11046.286    34712.504    45758.790 
      add_31_23                     200     6131.730    44000.232    50131.962 
    Ca[0].Ga[0..13].Ma[0].ACC       320    17178.016    83175.953   100353.969 
      REG                            96    11046.286    35763.605    46809.891 
      add_31_23                     200     6131.730    44086.360    50218.090 
    Ca[0].Ga[0..[0].Ma[1].ACC       306    16796.704    91363.984   108160.688 
      REG                            96    11046.286    40425.162    51471.448 
      add_31_23                     186     5750.418    47131.859    52882.277 
    Ca[0].Ga[0..[0].Ma[2].ACC       306    16796.704    96740.672   113537.375 
      REG                            96    11046.286    41880.319    52926.605 
      add_31_23                     186     5750.418    50562.130    56312.548 
    Ca[0].Ga[0..[0].Ma[3].ACC       306    16796.704    93981.652   110778.356 
      REG                            96    11046.286    42262.824    53309.110 
      add_31_23                     186     5750.418    47488.365    53238.783 
    Ca[0].Ga[0..[0].Ma[4].ACC       306    16796.704    90640.499   107437.203 
      REG                            96    11046.286    39714.516    50760.802 
      add_31_23                     186     5750.418    47060.134    52810.552 
    Ca[0].Ga[0..[0].Ma[5].ACC       306    16796.704    92072.445   108869.149 
      REG                            96    11046.286    41155.166    52201.452 
      add_31_23                     186     5750.418    46867.712    52618.130 
    Ca[0].Ga[0..[0].Ma[6].ACC       306    16796.704    93572.322   110369.026 
      REG                            96    11046.286    39045.550    50091.836 
      add_31_23                     186     5750.418    50876.504    56626.922 
    Ca[0].Ga[0..[0].Ma[7].ACC       306    16796.704    97798.988   114595.692 
      REG                            96    11046.286    41660.197    52706.483 
      add_31_23                     186     5750.418    51972.660    57723.078 
    Ca[0].Ga[0..[0].Ma[8].ACC       306    16796.704    89951.952   106748.656 
      REG                            96    11046.286    39890.118    50936.404 
      add_31_23                     186     5750.418    46517.442    52267.860 
    Ca[0].Ga[0..[0].Ma[9].ACC       306    16796.704    93052.954   109849.658 
      REG                            96    11046.286    40543.124    51589.410 
      add_31_23                     186     5750.418    48609.295    54359.712 
    Ca[0].Ga[0..0].Ma[10].ACC       306    16796.704    93487.533   110284.237 
      REG                            96    11046.286    40678.167    51724.453 
      add_31_23                     186     5750.418    48766.655    54517.073 
    Ca[0].Ga[0..0].Ma[11].ACC       306    16796.704    98428.248   115224.952 
      REG                            96    11046.286    43357.825    54404.111 
      add_31_23                     186     5750.418    50815.962    56566.380 
    Ca[0].Ga[0..0].Ma[12].ACC       306    16796.704    93954.358   110751.062 
      REG                            96    11046.286    41404.220    52450.506 
      add_31_23                     186     5750.418    48691.347    54441.765 
    Ca[0].Ga[0..0].Ma[13].ACC       306    16796.704    90828.097   107624.801 
      REG                            96    11046.286    39307.142    50353.428 
      add_31_23                     186     5750.418    47604.085    53354.503 
    Ca[0].Ga[0..[1].Ma[1].ACC       306    16796.704    93760.684   110557.388 
      REG                            96    11046.286    41384.455    52430.742 
      add_31_23                     186     5750.418    48240.550    53990.968 
    Ca[0].Ga[0..[1].Ma[2].ACC       306    16796.704    93741.003   110537.707 
      REG                            96    11046.286    41501.858    52548.144 
      add_31_23                     186     5750.418    48137.144    53887.562 
    Ca[0].Ga[0..[1].Ma[3].ACC       306    16796.704    97089.308   113886.012 
      REG                            96    11046.286    43423.607    54469.893 
      add_31_23                     186     5750.418    49286.006    55036.423 
    Ca[0].Ga[0..[1].Ma[4].ACC       306    16796.704    92190.867   108987.571 
      REG                            96    11046.286    40922.830    51969.116 
      add_31_23                     186     5750.418    47158.776    52909.193 
    Ca[0].Ga[0..[1].Ma[5].ACC       306    16796.704    94941.463   111738.167 
      REG                            96    11046.286    42500.837    53547.123 
      add_31_23                     186     5750.418    48497.942    54248.360 
    Ca[0].Ga[0..[1].Ma[6].ACC       306    16796.704    90934.114   107730.818 
      REG                            96    11046.286    40847.030    51893.316 
      add_31_23                     186     5750.418    46321.261    52071.679 
    Ca[0].Ga[0..[1].Ma[7].ACC       306    16796.704    94363.530   111160.234 
      REG                            96    11046.286    41579.308    52625.594 
      add_31_23                     186     5750.418    48761.476    54511.894 
    Ca[0].Ga[0..[1].Ma[8].ACC       306    16796.704    89943.268   106739.972 
      REG                            96    11046.286    40114.844    51161.131 
      add_31_23                     186     5750.418    46125.924    51876.342 
    Ca[0].Ga[0..[1].Ma[9].ACC       306    16796.704    89966.575   106763.279 
      REG                            96    11046.286    40136.681    51182.967 
      add_31_23                     186     5750.418    46156.435    51906.853 
    Ca[0].Ga[0..1].Ma[10].ACC       306    16796.704    93988.690   110785.394 
      REG                            96    11046.286    41565.455    52611.741 
      add_31_23                     186     5750.418    48316.394    54066.812 
    Ca[0].Ga[0..1].Ma[11].ACC       306    16796.704    98012.628   114809.332 
      REG                            96    11046.286    43383.770    54430.056 
      add_31_23                     186     5750.418    50317.729    56068.147 
    Ca[0].Ga[0..1].Ma[12].ACC       306    16796.704    89314.094   106110.798 
      REG                            96    11046.286    41601.393    52647.679 
      add_31_23                     186     5750.418    43955.146    49705.564 
    Ca[0].Ga[0..1].Ma[13].ACC       306    16796.704    90188.185   106984.889 
      REG                            96    11046.286    40079.309    51125.595 
      add_31_23                     186     5750.418    46058.502    51808.920 
    Ca[0].Ga[0..[2].Ma[1].ACC       306    16796.704    93494.019   110290.723 
      REG                            96    11046.286    41759.621    52805.907 
      add_31_23                     186     5750.418    47659.420    53409.838 
    Ca[0].Ga[0..[2].Ma[2].ACC       306    16796.704    91532.646   108329.350 
      REG                            96    11046.286    41574.582    52620.868 
      add_31_23                     186     5750.418    46222.593    51973.011 
    Ca[0].Ga[0..[2].Ma[3].ACC       306    16796.704    97677.402   114474.105 
      REG                            96    11046.286    43264.474    54310.760 
      add_31_23                     186     5750.418    49992.495    55742.913 
    Ca[0].Ga[0..[2].Ma[4].ACC       306    16796.704    89461.524   106258.228 
      REG                            96    11046.286    39839.395    50885.681 
      add_31_23                     186     5750.418    45633.062    51383.480 
    Ca[0].Ga[0..[2].Ma[5].ACC       306    16796.704    90156.007   106952.710 
      REG                            96    11046.286    39544.628    50590.914 
      add_31_23                     186     5750.418    46735.849    52486.267 
    Ca[0].Ga[0..[2].Ma[6].ACC       306    16796.704    91591.721   108388.425 
      REG                            96    11046.286    40264.626    51310.912 
      add_31_23                     186     5750.418    47395.503    53145.921 
    Ca[0].Ga[0..[2].Ma[7].ACC       306    16796.704    93582.018   110378.721 
      REG                            96    11046.286    40669.014    51715.300 
      add_31_23                     186     5750.418    48825.724    54576.142 
    Ca[0].Ga[0..[2].Ma[8].ACC       306    16796.704    89666.643   106463.346 
      REG                            96    11046.286    40030.401    51076.687 
      add_31_23                     186     5750.418    46057.565    51807.983 
    Ca[0].Ga[0..[2].Ma[9].ACC       306    16796.704    89446.189   106242.893 
      REG                            96    11046.286    40301.046    51347.332 
      add_31_23                     186     5750.418    45407.554    51157.971 
    Ca[0].Ga[0..2].Ma[10].ACC       306    16796.704    97203.113   113999.817 
      REG                            96    11046.286    41843.543    52889.830 
      add_31_23                     186     5750.418    51081.111    56831.528 
    Ca[0].Ga[0..2].Ma[11].ACC       306    16796.704    96587.111   113383.814 
      REG                            96    11046.286    42276.762    53323.048 
      add_31_23                     186     5750.418    50100.456    55850.874 
    Ca[0].Ga[0..2].Ma[12].ACC       306    16796.704    89062.915   105859.618 
      REG                            96    11046.286    40632.487    51678.773 
      add_31_23                     186     5750.418    44766.245    50516.663 
    Ca[0].Ga[0..2].Ma[13].ACC       306    16796.704    91051.288   107847.992 
      REG                            96    11046.286    39395.046    50441.332 
      add_31_23                     186     5750.418    47563.720    53314.138 
    Ca[0].Ga[0..[3].Ma[1].ACC       306    16796.704    95626.195   112422.899 
      REG                            96    11046.286    40874.580    51920.867 
      add_31_23                     186     5750.418    50635.094    56385.511 
    Ca[0].Ga[0..[3].Ma[2].ACC       306    16796.704    92060.960   108857.664 
      REG                            96    11046.286    41266.742    52313.028 
      add_31_23                     186     5750.418    46648.053    52398.471 
    Ca[0].Ga[0..[3].Ma[3].ACC       306    16796.704    95204.396   112001.100 
      REG                            96    11046.286    41412.358    52458.644 
      add_31_23                     186     5750.418    49689.433    55439.850 
    Ca[0].Ga[0..[3].Ma[4].ACC       306    16796.704    87629.986   104426.690 
      REG                            96    11046.286    39359.384    50405.670 
      add_31_23                     186     5750.418    44587.261    50337.679 
    Ca[0].Ga[0..[3].Ma[5].ACC       306    16796.704    93063.884   109860.588 
      REG                            96    11046.286    41439.325    52485.611 
      add_31_23                     186     5750.418    47740.762    53491.180 
    Ca[0].Ga[0..[3].Ma[6].ACC       306    16796.704    89570.169   106366.873 
      REG                            96    11046.286    39539.530    50585.816 
      add_31_23                     186     5750.418    46422.823    52173.240 
    Ca[0].Ga[0..[3].Ma[7].ACC       306    16796.704    92738.309   109535.012 
      REG                            96    11046.286    41260.679    52306.965 
      add_31_23                     186     5750.418    47580.119    53330.536 
    Ca[0].Ga[0..[3].Ma[8].ACC       306    16796.704    89963.890   106760.594 
      REG                            96    11046.286    40066.926    51113.212 
      add_31_23                     186     5750.418    46240.445    51990.862 
    Ca[0].Ga[0..[3].Ma[9].ACC       306    16796.704    91108.463   107905.167 
      REG                            96    11046.286    40084.213    51130.499 
      add_31_23                     186     5750.418    47180.988    52931.405 
    Ca[0].Ga[0..3].Ma[10].ACC       306    16796.704    96563.161   113359.865 
      REG                            96    11046.286    42347.167    53393.453 
      add_31_23                     186     5750.418    49995.615    55746.033 
    Ca[0].Ga[0..3].Ma[11].ACC       306    16796.704    98014.287   114810.991 
      REG                            96    11046.286    43202.077    54248.364 
      add_31_23                     186     5750.418    50418.397    56168.815 
    Ca[0].Ga[0..3].Ma[12].ACC       306    16796.704    91097.032   107893.736 
      REG                            96    11046.286    40646.658    51692.944 
      add_31_23                     186     5750.418    46804.544    52554.962 
    Ca[0].Ga[0..3].Ma[13].ACC       306    16796.704    92631.942   109428.646 
      REG                            96    11046.286    39900.811    50947.097 
      add_31_23                     186     5750.418    48510.147    54260.565 
    Ca[0].Ga[0..[4].Ma[1].ACC       306    16796.704    90064.314   106861.018 
      REG                            96    11046.286    41182.064    52228.350 
      add_31_23                     186     5750.418    45146.678    50897.096 
    Ca[0].Ga[0..[4].Ma[2].ACC       306    16796.704    92989.270   109785.974 
      REG                            96    11046.286    41383.762    52430.048 
      add_31_23                     186     5750.418    47556.748    53307.166 
    Ca[0].Ga[0..[4].Ma[3].ACC       306    16796.704    92929.271   109725.975 
      REG                            96    11046.286    42106.898    53153.184 
      add_31_23                     186     5750.418    46727.229    52477.647 
    Ca[0].Ga[0..[4].Ma[4].ACC       306    16796.704    92761.935   109558.639 
      REG                            96    11046.286    40486.313    51532.599 
      add_31_23                     186     5750.418    48123.205    53873.622 
    Ca[0].Ga[0..[4].Ma[5].ACC       306    16796.704    87874.387   104671.091 
      REG                            96    11046.286    40129.333    51175.619 
      add_31_23                     186     5750.418    43917.320    49667.737 
    Ca[0].Ga[0..[4].Ma[6].ACC       306    16796.704    90693.095   107489.799 
      REG                            96    11046.286    39996.259    51042.545 
      add_31_23                     186     5750.418    47015.108    52765.526 
    Ca[0].Ga[0..[4].Ma[7].ACC       306    16796.704    93957.393   110754.097 
      REG                            96    11046.286    41157.926    52204.212 
      add_31_23                     186     5750.418    48758.773    54509.191 
    Ca[0].Ga[0..[4].Ma[8].ACC       306    16796.704    89612.500   106409.204 
      REG                            96    11046.286    40515.663    51561.950 
      add_31_23                     186     5750.418    45524.614    51275.032 
    Ca[0].Ga[0..[4].Ma[9].ACC       306    16796.704    92929.866   109726.569 
      REG                            96    11046.286    41822.981    52869.267 
      add_31_23                     186     5750.418    47030.092    52780.510 
    Ca[0].Ga[0..4].Ma[10].ACC       306    16796.704    92756.641   109553.345 
      REG                            96    11046.286    41182.669    52228.955 
      add_31_23                     186     5750.418    47240.257    52990.675 
    Ca[0].Ga[0..4].Ma[11].ACC       306    16796.704    97137.651   113934.355 
      REG                            96    11046.286    42938.572    53984.858 
      add_31_23                     186     5750.418    49925.661    55676.079 
    Ca[0].Ga[0..4].Ma[12].ACC       306    16796.704    92001.217   108797.920 
      REG                            96    11046.286    42295.270    53341.556 
      add_31_23                     186     5750.418    45947.788    51698.206 
    Ca[0].Ga[0..4].Ma[13].ACC       306    16796.704    95693.256   112489.960 
      REG                            96    11046.286    40672.817    51719.103 
      add_31_23                     186     5750.418    50819.420    56569.838 
    Ca[0].Ga[0..[5].Ma[1].ACC       306    16796.704    89083.806   105880.510 
      REG                            96    11046.286    39554.937    50601.223 
      add_31_23                     186     5750.418    45992.342    51742.759 
    Ca[0].Ga[0..[5].Ma[2].ACC       306    16796.704    93447.808   110244.512 
      REG                            96    11046.286    41068.118    52114.404 
      add_31_23                     186     5750.418    48169.193    53919.611 
    Ca[0].Ga[0..[5].Ma[3].ACC       306    16796.704    95410.175   112206.879 
      REG                            96    11046.286    42890.783    53937.069 
      add_31_23                     186     5750.418    48117.211    53867.629 
    Ca[0].Ga[0..[5].Ma[4].ACC       306    16796.704    89877.005   106673.708 
      REG                            96    11046.286    40350.169    51396.455 
      add_31_23                     186     5750.418    45542.205    51292.623 
    Ca[0].Ga[0..[5].Ma[5].ACC       306    16796.704    90620.033   107416.737 
      REG                            96    11046.286    40917.622    51963.908 
      add_31_23                     186     5750.418    45888.390    51638.808 
    Ca[0].Ga[0..[5].Ma[6].ACC       306    16796.704    90117.631   106914.335 
      REG                            96    11046.286    39182.423    50228.709 
      add_31_23                     186     5750.418    47363.187    53113.604 
    Ca[0].Ga[0..[5].Ma[7].ACC       306    16796.704    90737.989   107534.693 
      REG                            96    11046.286    40867.676    51913.962 
      add_31_23                     186     5750.418    45912.101    51662.519 
    Ca[0].Ga[0..[5].Ma[8].ACC       306    16796.704    90443.174   107239.878 
      REG                            96    11046.286    41086.576    52132.862 
      add_31_23                     186     5750.418    45650.066    51400.483 
    Ca[0].Ga[0..[5].Ma[9].ACC       306    16796.704    88276.622   105073.326 
      REG                            96    11046.286    39032.358    50078.644 
      add_31_23                     186     5750.418    45632.112    51382.530 
    Ca[0].Ga[0..5].Ma[10].ACC       306    16796.704    96945.486   113742.189 
      REG                            96    11046.286    42080.892    53127.178 
