============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Oct 04 2021  10:01:56 pm
  Module:                 axis_conv_engine
  Operating conditions:   BC0D88COM 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                           Leakage      Dynamic       Total    
            Instance              Cells   Power(nW)    Power(nW)    Power(nW)  
      add_31_23                     186     5750.418    50591.781    56342.199 
    Ca[0].Ga[0..5].Ma[11].ACC       306    16796.704    94886.778   111683.482 
      REG                            96    11046.286    42502.120    53548.406 
      add_31_23                     186     5750.418    48185.857    53936.275 
    Ca[0].Ga[0..5].Ma[12].ACC       306    16796.704    95006.226   111802.930 
      REG                            96    11046.286    42491.342    53537.629 
      add_31_23                     186     5750.418    48535.496    54285.914 
    Ca[0].Ga[0..5].Ma[13].ACC       306    16796.704    91424.799   108221.503 
      REG                            96    11046.286    39678.415    50724.701 
      add_31_23                     186     5750.418    47634.098    53384.515 
    Ca[0].Ga[0..[6].Ma[1].ACC       306    16796.704    94845.881   111642.585 
      REG                            96    11046.286    40797.413    51843.699 
      add_31_23                     186     5750.418    49874.271    55624.689 
    Ca[0].Ga[0..[6].Ma[2].ACC       306    16796.704    95906.260   112702.964 
      REG                            96    11046.286    41748.395    52794.681 
      add_31_23                     186     5750.418    50221.030    55971.447 
    Ca[0].Ga[0..[6].Ma[3].ACC       306    16796.704    97628.939   114425.643 
      REG                            96    11046.286    44667.367    55713.653 
      add_31_23                     186     5750.418    48718.002    54468.419 
    Ca[0].Ga[0..[6].Ma[4].ACC       306    16796.704    93821.001   110617.704 
      REG                            96    11046.286    40465.744    51512.030 
      add_31_23                     186     5750.418    49126.609    54877.027 
    Ca[0].Ga[0..[6].Ma[5].ACC       306    16796.704    95031.762   111828.466 
      REG                            96    11046.286    41876.617    52922.903 
      add_31_23                     186     5750.418    49227.384    54977.802 
    Ca[0].Ga[0..[6].Ma[6].ACC       306    16796.704    90502.834   107299.538 
      REG                            96    11046.286    39013.884    50060.170 
      add_31_23                     186     5750.418    47873.672    53624.090 
    Ca[0].Ga[0..[6].Ma[7].ACC       306    16796.704    95623.608   112420.311 
      REG                            96    11046.286    41239.216    52285.502 
      add_31_23                     186     5750.418    50319.295    56069.713 
    Ca[0].Ga[0..[6].Ma[8].ACC       306    16796.704    92035.734   108832.437 
      REG                            96    11046.286    41055.299    52101.585 
      add_31_23                     186     5750.418    47202.512    52952.930 
    Ca[0].Ga[0..[6].Ma[9].ACC       306    16796.704    91751.177   108547.881 
      REG                            96    11046.286    40505.839    51552.125 
      add_31_23                     186     5750.418    47468.626    53219.044 
    Ca[0].Ga[0..6].Ma[10].ACC       306    16796.704    96869.332   113666.036 
      REG                            96    11046.286    42101.681    53147.967 
      add_31_23                     186     5750.418    50556.548    56306.966 
    Ca[0].Ga[0..6].Ma[11].ACC       306    16796.704    99537.668   116334.371 
      REG                            96    11046.286    44172.475    55218.761 
      add_31_23                     186     5750.418    51048.820    56799.238 
    Ca[0].Ga[0..6].Ma[12].ACC       306    16796.704    93095.028   109891.731 
      REG                            96    11046.286    41814.320    52860.606 
      add_31_23                     186     5750.418    47587.888    53338.306 
    Ca[0].Ga[0..6].Ma[13].ACC       306    16796.704    94030.963   110827.667 
      REG                            96    11046.286    39874.909    50921.195 
      add_31_23                     186     5750.418    50066.355    55816.773 
    Ca[0].Ga[0..[7].Ma[1].ACC       306    16796.704    92054.494   108851.198 
      REG                            96    11046.286    41096.235    52142.521 
      add_31_23                     186     5750.418    46953.663    52704.081 
    Ca[0].Ga[0..[7].Ma[2].ACC       306    16796.704    94943.850   111740.554 
      REG                            96    11046.286    41661.013    52707.299 
      add_31_23                     186     5750.418    49262.209    55012.627 
    Ca[0].Ga[0..[7].Ma[3].ACC       306    16796.704    96692.615   113489.319 
      REG                            96    11046.286    42447.387    53493.673 
      add_31_23                     186     5750.418    49994.196    55744.614 
    Ca[0].Ga[0..[7].Ma[4].ACC       306    16796.704    91743.984   108540.688 
      REG                            96    11046.286    40580.315    51626.601 
      add_31_23                     186     5750.418    46951.961    52702.379 
    Ca[0].Ga[0..[7].Ma[5].ACC       306    16796.704    90577.640   107374.344 
      REG                            96    11046.286    41398.550    52444.836 
      add_31_23                     186     5750.418    45260.405    51010.822 
    Ca[0].Ga[0..[7].Ma[6].ACC       306    16796.704    89006.320   105803.024 
      REG                            96    11046.286    39747.647    50793.933 
      add_31_23                     186     5750.418    45556.779    51307.197 
    Ca[0].Ga[0..[7].Ma[7].ACC       306    16796.704    96232.127   113028.830 
      REG                            96    11046.286    42098.692    53144.978 
      add_31_23                     186     5750.418    49850.539    55600.957 
    Ca[0].Ga[0..[7].Ma[8].ACC       306    16796.704    88442.167   105238.871 
      REG                            96    11046.286    39581.057    50627.343 
      add_31_23                     186     5750.418    45123.117    50873.535 
    Ca[0].Ga[0..[7].Ma[9].ACC       306    16796.704    90384.527   107181.231 
      REG                            96    11046.286    40026.004    51072.290 
      add_31_23                     186     5750.418    46561.845    52312.263 
    Ca[0].Ga[0..7].Ma[10].ACC       306    16796.704    95647.285   112443.989 
      REG                            96    11046.286    41768.189    52814.475 
      add_31_23                     186     5750.418    49575.227    55325.645 
    Ca[0].Ga[0..7].Ma[11].ACC       306    16796.704    96008.078   112804.782 
      REG                            96    11046.286    43328.214    54374.501 
      add_31_23                     186     5750.418    48466.744    54217.162 
    Ca[0].Ga[0..7].Ma[12].ACC       306    16796.704    94240.967   111037.671 
      REG                            96    11046.286    42887.307    53933.593 
      add_31_23                     186     5750.418    47432.353    53182.770 
    Ca[0].Ga[0..7].Ma[13].ACC       306    16796.704    94347.292   111143.996 
      REG                            96    11046.286    40314.890    51361.176 
      add_31_23                     186     5750.418    49791.958    55542.375 
    Ca[0].Ga[0..[8].Ma[1].ACC       306    16796.704    94895.415   111692.119 
      REG                            96    11046.286    41576.898    52623.184 
      add_31_23                     186     5750.418    49252.615    55003.033 
    Ca[0].Ga[0..[8].Ma[2].ACC       306    16796.704    91108.345   107905.049 
      REG                            96    11046.286    41089.504    52135.790 
      add_31_23                     186     5750.418    45817.822    51568.240 
    Ca[0].Ga[0..[8].Ma[3].ACC       306    16796.704    94116.701   110913.405 
      REG                            96    11046.286    41998.539    53044.825 
      add_31_23                     186     5750.418    47940.335    53690.753 
    Ca[0].Ga[0..[8].Ma[4].ACC       306    16796.704    90556.421   107353.124 
      REG                            96    11046.286    39053.674    50099.960 
      add_31_23                     186     5750.418    47590.312    53340.730 
    Ca[0].Ga[0..[8].Ma[5].ACC       306    16796.704    95579.566   112376.270 
      REG                            96    11046.286    42237.682    53283.968 
      add_31_23                     186     5750.418    49275.780    55026.198 
    Ca[0].Ga[0..[8].Ma[6].ACC       306    16796.704    85499.823   102296.527 
      REG                            96    11046.286    38912.034    49958.320 
      add_31_23                     186     5750.418    43111.560    48861.978 
    Ca[0].Ga[0..[8].Ma[7].ACC       306    16796.704    94163.175   110959.878 
      REG                            96    11046.286    41070.893    52117.179 
      add_31_23                     186     5750.418    49110.272    54860.690 
    Ca[0].Ga[0..[8].Ma[8].ACC       306    16796.704    90878.946   107675.650 
      REG                            96    11046.286    40181.160    51227.446 
      add_31_23                     186     5750.418    47018.478    52768.896 
    Ca[0].Ga[0..[8].Ma[9].ACC       306    16796.704    90333.593   107130.296 
      REG                            96    11046.286    39927.095    50973.381 
      add_31_23                     186     5750.418    46749.172    52499.590 
    Ca[0].Ga[0..8].Ma[10].ACC       306    16796.704    96050.381   112847.085 
      REG                            96    11046.286    42115.156    53161.442 
      add_31_23                     186     5750.418    49722.711    55473.129 
    Ca[0].Ga[0..8].Ma[11].ACC       306    16796.704    99272.283   116068.986 
      REG                            96    11046.286    44381.037    55427.323 
      add_31_23                     186     5750.418    50352.032    56102.450 
    Ca[0].Ga[0..8].Ma[12].ACC       306    16796.704    89810.013   106606.716 
      REG                            96    11046.286    41717.281    52763.567 
      add_31_23                     186     5750.418    44386.804    50137.222 
    Ca[0].Ga[0..8].Ma[13].ACC       306    16796.704    90744.365   107541.068 
      REG                            96    11046.286    40714.509    51760.795 
      add_31_23                     186     5750.418    45806.956    51557.374 
    Ca[0].Ga[0..[9].Ma[1].ACC       306    16796.704    91382.207   108178.911 
      REG                            96    11046.286    40895.372    51941.658 
      add_31_23                     186     5750.418    46669.991    52420.409 
    Ca[0].Ga[0..[9].Ma[2].ACC       306    16796.704    93778.780   110575.484 
      REG                            96    11046.286    41248.451    52294.737 
      add_31_23                     186     5750.418    48767.128    54517.546 
    Ca[0].Ga[0..[9].Ma[3].ACC       306    16796.704    95244.595   112041.299 
      REG                            96    11046.286    41873.689    52919.975 
      add_31_23                     186     5750.418    49139.637    54890.055 
    Ca[0].Ga[0..[9].Ma[4].ACC       306    16796.704    91048.442   107845.146 
      REG                            96    11046.286    40126.616    51172.902 
      add_31_23                     186     5750.418    46985.595    52736.013 
    Ca[0].Ga[0..[9].Ma[5].ACC       306    16796.704    91021.026   107817.730 
      REG                            96    11046.286    40501.585    51547.871 
      add_31_23                     186     5750.418    46681.926    52432.344 
    Ca[0].Ga[0..[9].Ma[6].ACC       306    16796.704    92686.987   109483.691 
      REG                            96    11046.286    39357.633    50403.919 
      add_31_23                     186     5750.418    49366.503    55116.921 
    Ca[0].Ga[0..[9].Ma[7].ACC       306    16796.704    91221.233   108017.937 
      REG                            96    11046.286    40522.309    51568.595 
      add_31_23                     186     5750.418    46751.199    52501.617 
    Ca[0].Ga[0..[9].Ma[8].ACC       306    16796.704    89836.821   106633.525 
      REG                            96    11046.286    40245.074    51291.360 
      add_31_23                     186     5750.418    46019.726    51770.144 
    Ca[0].Ga[0..[9].Ma[9].ACC       306    16796.704    90116.119   106912.822 
      REG                            96    11046.286    40114.927    51161.213 
      add_31_23                     186     5750.418    46194.834    51945.252 
    Ca[0].Ga[0..9].Ma[10].ACC       306    16796.704    95614.761   112411.464 
      REG                            96    11046.286    42566.431    53612.717 
      add_31_23                     186     5750.418    48833.396    54583.814 
    Ca[0].Ga[0..9].Ma[11].ACC       306    16796.704    97016.865   113813.569 
      REG                            96    11046.286    43421.507    54467.793 
      add_31_23                     186     5750.418    49389.902    55140.320 
    Ca[0].Ga[0..9].Ma[12].ACC       306    16796.704    92632.099   109428.803 
      REG                            96    11046.286    41978.750    53025.036 
      add_31_23                     186     5750.418    46988.965    52739.383 
    Ca[0].Ga[0..9].Ma[13].ACC       306    16796.704    91900.651   108697.355 
      REG                            96    11046.286    41075.923    52122.209 
      add_31_23                     186     5750.418    46598.098    52348.515 
    Ca[0].Ga[0..10].Ma[1].ACC       306    16796.704    92775.753   109572.457 
      REG                            96    11046.286    40215.397    51261.683 
      add_31_23                     186     5750.418    48605.370    54355.788 
    Ca[0].Ga[0..10].Ma[2].ACC       306    16796.704    91743.657   108540.360 
      REG                            96    11046.286    40829.249    51875.535 
      add_31_23                     186     5750.418    46879.763    52630.181 
    Ca[0].Ga[0..10].Ma[3].ACC       306    16796.704    94787.633   111584.337 
      REG                            96    11046.286    42104.810    53151.096 
      add_31_23                     186     5750.418    48653.423    54403.840 
    Ca[0].Ga[0..10].Ma[4].ACC       306    16796.704    88464.386   105261.090 
      REG                            96    11046.286    38954.703    50000.989 
      add_31_23                     186     5750.418    45672.673    51423.090 
    Ca[0].Ga[0..10].Ma[5].ACC       306    16796.704    92842.490   109639.194 
      REG                            96    11046.286    41669.147    52715.433 
      add_31_23                     186     5750.418    47195.368    52945.786 
    Ca[0].Ga[0..10].Ma[6].ACC       306    16796.704    88800.055   105596.759 
      REG                            96    11046.286    38929.317    49975.603 
      add_31_23                     186     5750.418    46311.523    52061.941 
    Ca[0].Ga[0..10].Ma[7].ACC       306    16796.704    92951.895   109748.599 
      REG                            96    11046.286    42507.814    53554.100 
      add_31_23                     186     5750.418    46288.841    52039.258 
    Ca[0].Ga[0..10].Ma[8].ACC       306    16796.704    90674.487   107471.191 
      REG                            96    11046.286    40257.745    51304.031 
      add_31_23                     186     5750.418    46694.177    52444.595 
    Ca[0].Ga[0..10].Ma[9].ACC       306    16796.704    87984.474   104781.178 
      REG                            96    11046.286    39674.925    50721.211 
      add_31_23                     186     5750.418    44663.920    50414.337 
    Ca[0].Ga[0..0].Ma[10].ACC       306    16796.704    94381.942   111178.646 
      REG                            96    11046.286    41853.704    52899.990 
      add_31_23                     186     5750.418    48605.317    54355.735 
    Ca[0].Ga[0..0].Ma[11].ACC       306    16796.704    93663.037   110459.741 
      REG                            96    11046.286    42142.308    53188.594 
      add_31_23                     186     5750.418    47368.917    53119.334 
    Ca[0].Ga[0..0].Ma[12].ACC       306    16796.704    94049.892   110846.596 
      REG                            96    11046.286    43218.132    54264.418 
      add_31_23                     186     5750.418    46941.913    52692.331 
    Ca[0].Ga[0..0].Ma[13].ACC       306    16796.704    90754.680   107551.384 
      REG                            96    11046.286    39636.972    50683.258 
      add_31_23                     186     5750.418    47266.380    53016.797 
    Ca[0].Ga[0..11].Ma[1].ACC       306    16796.704    93685.150   110481.854 
      REG                            96    11046.286    40621.477    51667.763 
      add_31_23                     186     5750.418    48899.559    54649.977 
    Ca[0].Ga[0..11].Ma[2].ACC       306    16796.704    92458.206   109254.910 
      REG                            96    11046.286    41463.442    52509.728 
      add_31_23                     186     5750.418    47002.268    52752.686 
    Ca[0].Ga[0..11].Ma[3].ACC       306    16796.704    92189.639   108986.343 
      REG                            96    11046.286    41850.399    52896.685 
      add_31_23                     186     5750.418    46235.223    51985.641 
    Ca[0].Ga[0..11].Ma[4].ACC       306    16796.704    92485.061   109281.765 
      REG                            96    11046.286    40281.249    51327.535 
      add_31_23                     186     5750.418    48089.611    53840.028 
    Ca[0].Ga[0..11].Ma[5].ACC       306    16796.704    91947.932   108744.636 
      REG                            96    11046.286    41668.120    52714.406 
      add_31_23                     186     5750.418    46511.368    52261.786 
    Ca[0].Ga[0..11].Ma[6].ACC       306    16796.704    89016.503   105813.207 
      REG                            96    11046.286    39741.703    50787.989 
      add_31_23                     186     5750.418    45597.510    51347.928 
    Ca[0].Ga[0..11].Ma[7].ACC       306    16796.704    92037.578   108834.282 
      REG                            96    11046.286    41642.657    52688.943 
      add_31_23                     186     5750.418    46498.217    52248.635 
    Ca[0].Ga[0..11].Ma[8].ACC       306    16796.704    88514.493   105311.197 
      REG                            96    11046.286    40429.086    51475.372 
      add_31_23                     186     5750.418    44387.345    50137.762 
    Ca[0].Ga[0..11].Ma[9].ACC       306    16796.704    88601.992   105398.696 
      REG                            96    11046.286    39556.223    50602.509 
      add_31_23                     186     5750.418    45534.853    51285.271 
    Ca[0].Ga[0..1].Ma[10].ACC       306    16796.704    94208.890   111005.594 
      REG                            96    11046.286    42014.818    53061.105 
      add_31_23                     186     5750.418    47829.299    53579.717 
    Ca[0].Ga[0..1].Ma[11].ACC       306    16796.704    96432.691   113229.395 
      REG                            96    11046.286    42553.351    53599.637 
      add_31_23                     186     5750.418    49574.463    55324.881 
    Ca[0].Ga[0..1].Ma[12].ACC       306    16796.704    89857.873   106654.577 
      REG                            96    11046.286    41303.622    52349.908 
      add_31_23                     186     5750.418    44984.045    50734.463 
    Ca[0].Ga[0..1].Ma[13].ACC       306    16796.704    88827.229   105623.933 
      REG                            96    11046.286    39143.246    50189.532 
      add_31_23                     186     5750.418    45923.404    51673.821 
    Ca[0].Ga[0..12].Ma[1].ACC       306    16796.704    89212.795   106009.499 
      REG                            96    11046.286    39875.764    50922.050 
      add_31_23                     186     5750.418    45501.432    51251.850 
    Ca[0].Ga[0..12].Ma[2].ACC       306    16796.704    93109.342   109906.045 
      REG                            96    11046.286    40764.523    51810.809 
      add_31_23                     186     5750.418    48200.872    53951.289 
    Ca[0].Ga[0..12].Ma[3].ACC       306    16796.704    94967.699   111764.403 
      REG                            96    11046.286    42717.360    53763.646 
      add_31_23                     186     5750.418    47935.782    53686.200 
    Ca[0].Ga[0..12].Ma[4].ACC       306    16796.704    92663.954   109460.658 
      REG                            96    11046.286    40705.958    51752.244 
      add_31_23                     186     5750.418    47886.245    53636.663 
    Ca[0].Ga[0..12].Ma[5].ACC       306    16796.704    90437.595   107234.299 
      REG                            96    11046.286    40741.590    51787.876 
      add_31_23                     186     5750.418    45747.473    51497.891 
    Ca[0].Ga[0..12].Ma[6].ACC       306    16796.704    89453.439   106250.143 
      REG                            96    11046.286    39083.145    50129.431 
      add_31_23                     186     5750.418    46488.311    52238.729 
    Ca[0].Ga[0..12].Ma[7].ACC       306    16796.704    94587.574   111384.278 
      REG                            96    11046.286    41484.291    52530.577 
      add_31_23                     186     5750.418    49172.900    54923.318 
    Ca[0].Ga[0..12].Ma[8].ACC       306    16796.704    93707.175   110503.879 
      REG                            96    11046.286    41443.836    52490.122 
      add_31_23                     186     5750.418    48443.874    54194.292 
    Ca[0].Ga[0..12].Ma[9].ACC       306    16796.704    91148.629   107945.333 
      REG                            96    11046.286    40760.298    51806.584 
      add_31_23                     186     5750.418    46354.493    52104.911 
    Ca[0].Ga[0..2].Ma[10].ACC       306    16796.704    95246.725   112043.428 
      REG                            96    11046.286    42351.086    53397.372 
      add_31_23                     186     5750.418    48571.200    54321.618 
    Ca[0].Ga[0..2].Ma[11].ACC       306    16796.704    96541.125   113337.828 
      REG                            96    11046.286    42574.698    53620.984 
      add_31_23                     186     5750.418    49627.871    55378.289 
    Ca[0].Ga[0..2].Ma[12].ACC       306    16796.704    92088.699   108885.403 
      REG                            96    11046.286    42406.565    53452.851 
      add_31_23                     186     5750.418    45806.000    51556.417 
    Ca[0].Ga[0..2].Ma[13].ACC       306    16796.704    91313.914   108110.618 
      REG                            96    11046.286    39977.845    51024.131 
      add_31_23                     186     5750.418    47250.605    53001.023 
    Ca[0].Ga[0..13].Ma[1].ACC       306    16796.704    93667.730   110464.434 
      REG                            96    11046.286    41489.513    52535.799 
      add_31_23                     186     5750.418    48204.476    53954.894 
    Ca[0].Ga[0..13].Ma[2].ACC       306    16796.704    93258.301   110055.004 
      REG                            96    11046.286    41269.676    52315.963 
      add_31_23                     186     5750.418    48182.670    53933.088 
    Ca[0].Ga[0..13].Ma[3].ACC       306    16796.704    95436.808   112233.512 
      REG                            96    11046.286    41837.427    52883.713 
      add_31_23                     186     5750.418    49388.077    55138.495 
    Ca[0].Ga[0..13].Ma[4].ACC       306    16796.704    89622.740   106419.444 
      REG                            96    11046.286    40897.971    51944.257 
      add_31_23                     186     5750.418    44775.631    50526.049 
    Ca[0].Ga[0..13].Ma[5].ACC       306    16796.704    90162.859   106959.563 
      REG                            96    11046.286    40819.219    51865.505 
      add_31_23                     186     5750.418    45549.383    51299.801 
    Ca[0].Ga[0..13].Ma[6].ACC       306    16796.704    93317.369   110114.073 
      REG                            96    11046.286    40819.405    51865.691 
      add_31_23                     186     5750.418    48578.472    54328.889 
    Ca[0].Ga[0..13].Ma[7].ACC       306    16796.704    96534.316   113331.020 
      REG                            96    11046.286    41925.485    52971.771 
      add_31_23                     186     5750.418    50410.030    56160.448 
    Ca[0].Ga[0..13].Ma[8].ACC       306    16796.704    88961.004   105757.708 
      REG                            96    11046.286    40127.397    51173.683 
      add_31_23                     186     5750.418    45217.018    50967.436 
    Ca[0].Ga[0..13].Ma[9].ACC       306    16796.704    89942.117   106738.821 
      REG                            96    11046.286    39813.277    50859.563 
      add_31_23                     186     5750.418    46293.241    52043.659 
    Ca[0].Ga[0..3].Ma[10].ACC       306    16796.704    92814.542   109611.246 
      REG                            96    11046.286    40590.019    51636.305 
      add_31_23                     186     5750.418    47999.506    53749.924 
    Ca[0].Ga[0..3].Ma[11].ACC       306    16796.704    96438.372   113235.076 
      REG                            96    11046.286    42647.097    53693.383 
      add_31_23                     186     5750.418    49543.873    55294.290 
    Ca[0].Ga[0..3].Ma[12].ACC       306    16796.704    88578.287   105374.991 
      REG                            96    11046.286    41306.982    52353.268 
      add_31_23                     186     5750.418    43688.798    49439.215 
    Ca[0].Ga[0..3].Ma[13].ACC       306    16796.704    92380.974   109177.677 
      REG                            96    11046.286    40264.328    51310.614 
      add_31_23                     186     5750.418    48029.366    53779.784 
    MUL_CONTROL                      75     8342.494    14499.843    22842.337 
      delay_reg_..0].m_data_reg      75     8342.494    14499.843    22842.337 
    ACC_USER                         63     6961.708    17221.611    24183.319 
      delay_reg_..0].m_data_reg      63     6961.708    17221.611    24183.319 
    ACC_VALID_LAST                   10      959.043     1792.668     2751.712 
      delay_reg_..0].m_data_reg      10      959.043     1792.668     2751.712 
    MUX_SEL                           5      479.522   294800.825   295280.347 
    Mb[0].BYPASS_SUM                  5      479.522     1045.261     1524.783 
    Mb[1].BYPASS_SUM                  5      479.522     1092.195     1571.717 
    Mb[2].BYPASS_SUM                  5      479.522     1052.524     1532.046 
    Mb[3].BYPASS_SUM                  5      479.522     1066.529     1546.051 
    Mb[4].BYPASS_SUM                  5      479.522      999.137     1478.658 
    Mb[5].BYPASS_SUM                  5      479.522      972.660     1452.182 
    Mb[6].BYPASS_SUM                  5      479.522     1041.673     1521.195 
    Mb[7].BYPASS_SUM                  5      479.522     1029.201     1508.723 
    Mb[8].BYPASS_SUM                  5      479.522      992.196     1471.718 
    Mb[9].BYPASS_SUM                  5      479.522     1027.991     1507.513 
    Mb[10].BYPASS_SUM                 5      479.522     1009.266     1488.787 
    Mb[11].BYPASS_SUM                 5      479.522     1024.803     1504.325 
    Mb[12].BYPASS_SUM                 5      479.522     1045.261     1524.783 
    Mb[13].BYPASS_SUM                 5      479.522     1090.663     1570.184 
  SLICE                           33374  4175755.698  9009446.548 13185202.247 

