============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Oct 04 2021  10:01:45 pm
  Module:                 axis_conv_engine
  Technology libraries:   tcbn45gsbwpbc0d88 120
                          tcbn45gsbwpbc0d880d88 120
                          tcbn45gsbwpbc0d880d99 120
                          tcbn45gsbwpbc0d881d1 120
                          physical_cells 
  Operating conditions:   BC0D88COM 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

              Instance                                     Module                        Cell Count  Cell Area  Net Area   Total Area 
    Cm[0].Gm[0].Um[1].Mm[1].MUL      multiplier_raw_15                                          616   1101.080     0.000     1101.080 
      mul_74_23                      mult_signed_195                                            552    926.385     0.000      926.385 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_16                64    174.695     0.000      174.695 
    Cm[0].Gm[0].Um[1].Mm[0].MUL      multiplier_raw_14                                          616   1101.080     0.000     1101.080 
      mul_74_23                      mult_signed_195                                            552    926.385     0.000      926.385 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_15                64    174.695     0.000      174.695 
    Cm[0].Gm[0].Um[0].Mm[13].MUL     multiplier_raw_13                                          616   1101.080     0.000     1101.080 
      mul_74_23                      mult_signed_195                                            552    926.385     0.000      926.385 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_14                64    174.695     0.000      174.695 
    Cm[0].Gm[0].Um[0].Mm[12].MUL     multiplier_raw_12                                          616   1101.080     0.000     1101.080 
      mul_74_23                      mult_signed_195                                            552    926.385     0.000      926.385 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_13                64    174.695     0.000      174.695 
    Cm[0].Gm[0].Um[0].Mm[11].MUL     multiplier_raw_11                                          616   1101.080     0.000     1101.080 
      mul_74_23                      mult_signed_195                                            552    926.385     0.000      926.385 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_12                64    174.695     0.000      174.695 
    Cm[0].Gm[0].Um[0].Mm[10].MUL     multiplier_raw_10                                          616   1101.080     0.000     1101.080 
      mul_74_23                      mult_signed_195                                            552    926.385     0.000      926.385 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_11                64    174.695     0.000      174.695 
    Cm[0].Gm[0].Um[0].Mm[9].MUL      multiplier_raw_9                                           616   1101.080     0.000     1101.080 
      mul_74_23                      mult_signed_195                                            552    926.385     0.000      926.385 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_10                64    174.695     0.000      174.695 
    Cm[0].Gm[0].Um[0].Mm[8].MUL      multiplier_raw_8                                           616   1101.080     0.000     1101.080 
      mul_74_23                      mult_signed_195                                            552    926.385     0.000      926.385 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_9                 64    174.695     0.000      174.695 
    Cm[0].Gm[0].Um[0].Mm[7].MUL      multiplier_raw_7                                           616   1101.080     0.000     1101.080 
      mul_74_23                      mult_signed_195                                            552    926.385     0.000      926.385 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_8                 64    174.695     0.000      174.695 
    Cm[0].Gm[0].Um[0].Mm[6].MUL      multiplier_raw_6                                           616   1101.080     0.000     1101.080 
      mul_74_23                      mult_signed_195                                            552    926.385     0.000      926.385 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_7                 64    174.695     0.000      174.695 
    Cm[0].Gm[0].Um[0].Mm[5].MUL      multiplier_raw_5                                           616   1101.080     0.000     1101.080 
      mul_74_23                      mult_signed_195                                            552    926.385     0.000      926.385 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_6                 64    174.695     0.000      174.695 
    Cm[0].Gm[0].Um[0].Mm[4].MUL      multiplier_raw_4                                           616   1101.080     0.000     1101.080 
      mul_74_23                      mult_signed_195                                            552    926.385     0.000      926.385 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_5                 64    174.695     0.000      174.695 
    Cm[0].Gm[0].Um[0].Mm[3].MUL      multiplier_raw_3                                           616   1101.080     0.000     1101.080 
      mul_74_23                      mult_signed_195                                            552    926.385     0.000      926.385 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_4                 64    174.695     0.000      174.695 
    Cm[0].Gm[0].Um[0].Mm[2].MUL      multiplier_raw_2                                           616   1101.080     0.000     1101.080 
      mul_74_23                      mult_signed_195                                            552    926.385     0.000      926.385 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_3                 64    174.695     0.000      174.695 
    Cm[0].Gm[0].Um[0].Mm[1].MUL      multiplier_raw_1                                           616   1101.080     0.000     1101.080 
      mul_74_23                      mult_signed_195                                            552    926.385     0.000      926.385 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_2                 64    174.695     0.000      174.695 
    Cm[0].Gm[0].Um[0].Mm[0].MUL      multiplier_raw                                             616   1101.080     0.000     1101.080 
      mul_74_23                      mult_signed_195                                            552    926.385     0.000      926.385 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0                   64    174.695     0.000      174.695 
    Ca[0].Ga[0].Ua[13].Ma[0].ACC     accumulator_raw_182                                        320    638.307     0.000      638.307 
      add_31_23                      add_signed_195                                             200    335.951     0.000      335.951 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_182               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[12].Ma[0].ACC     accumulator_raw_168                                        320    638.307     0.000      638.307 
      add_31_23                      add_signed_195                                             200    335.951     0.000      335.951 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_168               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[11].Ma[0].ACC     accumulator_raw_154                                        320    638.307     0.000      638.307 
      add_31_23                      add_signed_195                                             200    335.951     0.000      335.951 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_154               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[10].Ma[0].ACC     accumulator_raw_140                                        320    638.307     0.000      638.307 
      add_31_23                      add_signed_195                                             200    335.951     0.000      335.951 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_140               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[9].Ma[0].ACC      accumulator_raw_126                                        320    638.307     0.000      638.307 
      add_31_23                      add_signed_195                                             200    335.951     0.000      335.951 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_126               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[8].Ma[0].ACC      accumulator_raw_112                                        320    638.307     0.000      638.307 
      add_31_23                      add_signed_195                                             200    335.951     0.000      335.951 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_112               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[7].Ma[0].ACC      accumulator_raw_98                                         320    638.307     0.000      638.307 
      add_31_23                      add_signed_195                                             200    335.951     0.000      335.951 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_98                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[6].Ma[0].ACC      accumulator_raw_84                                         320    638.307     0.000      638.307 
      add_31_23                      add_signed_195                                             200    335.951     0.000      335.951 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_84                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[5].Ma[0].ACC      accumulator_raw_70                                         320    638.307     0.000      638.307 
      add_31_23                      add_signed_195                                             200    335.951     0.000      335.951 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_70                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[4].Ma[0].ACC      accumulator_raw_56                                         320    638.307     0.000      638.307 
      add_31_23                      add_signed_195                                             200    335.951     0.000      335.951 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_56                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[3].Ma[0].ACC      accumulator_raw_42                                         320    638.307     0.000      638.307 
      add_31_23                      add_signed_195                                             200    335.951     0.000      335.951 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_42                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[2].Ma[0].ACC      accumulator_raw_28                                         320    638.307     0.000      638.307 
      add_31_23                      add_signed_195                                             200    335.951     0.000      335.951 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_28                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[1].Ma[0].ACC      accumulator_raw_14                                         320    638.307     0.000      638.307 
      add_31_23                      add_signed_195                                             200    335.951     0.000      335.951 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_14                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[0].Ma[0].ACC      accumulator_raw                                            320    638.307     0.000      638.307 
      add_31_23                      add_signed_195                                             200    335.951     0.000      335.951 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0                   96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[13].Ma[13].ACC    accumulator_raw_195                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_195               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[13].Ma[12].ACC    accumulator_raw_194                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_194               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[13].Ma[11].ACC    accumulator_raw_193                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_193               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[13].Ma[10].ACC    accumulator_raw_192                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_192               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[13].Ma[9].ACC     accumulator_raw_191                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_191               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[13].Ma[8].ACC     accumulator_raw_190                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_190               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[13].Ma[7].ACC     accumulator_raw_189                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_189               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[13].Ma[6].ACC     accumulator_raw_188                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_188               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[13].Ma[5].ACC     accumulator_raw_187                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_187               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[13].Ma[4].ACC     accumulator_raw_186                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_186               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[13].Ma[3].ACC     accumulator_raw_185                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_185               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[13].Ma[2].ACC     accumulator_raw_184                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_184               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[13].Ma[1].ACC     accumulator_raw_183                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_183               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[12].Ma[13].ACC    accumulator_raw_181                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_181               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[12].Ma[12].ACC    accumulator_raw_180                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_180               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[12].Ma[11].ACC    accumulator_raw_179                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_179               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[12].Ma[10].ACC    accumulator_raw_178                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_178               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[12].Ma[9].ACC     accumulator_raw_177                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_177               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[12].Ma[8].ACC     accumulator_raw_176                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_176               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[12].Ma[7].ACC     accumulator_raw_175                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_175               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[12].Ma[6].ACC     accumulator_raw_174                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_174               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[12].Ma[5].ACC     accumulator_raw_173                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_173               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[12].Ma[4].ACC     accumulator_raw_172                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_172               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[12].Ma[3].ACC     accumulator_raw_171                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_171               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[12].Ma[2].ACC     accumulator_raw_170                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_170               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[12].Ma[1].ACC     accumulator_raw_169                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_169               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[11].Ma[13].ACC    accumulator_raw_167                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_167               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[11].Ma[12].ACC    accumulator_raw_166                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_166               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[11].Ma[11].ACC    accumulator_raw_165                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_165               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[11].Ma[10].ACC    accumulator_raw_164                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_164               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[11].Ma[9].ACC     accumulator_raw_163                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_163               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[11].Ma[8].ACC     accumulator_raw_162                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_162               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[11].Ma[7].ACC     accumulator_raw_161                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_161               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[11].Ma[6].ACC     accumulator_raw_160                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_160               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[11].Ma[5].ACC     accumulator_raw_159                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_159               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[11].Ma[4].ACC     accumulator_raw_158                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_158               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[11].Ma[3].ACC     accumulator_raw_157                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_157               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[11].Ma[2].ACC     accumulator_raw_156                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_156               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[11].Ma[1].ACC     accumulator_raw_155                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_155               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[10].Ma[13].ACC    accumulator_raw_153                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_153               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[10].Ma[12].ACC    accumulator_raw_152                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_152               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[10].Ma[11].ACC    accumulator_raw_151                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_151               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[10].Ma[10].ACC    accumulator_raw_150                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_150               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[10].Ma[9].ACC     accumulator_raw_149                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_149               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[10].Ma[8].ACC     accumulator_raw_148                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_148               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[10].Ma[7].ACC     accumulator_raw_147                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_147               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[10].Ma[6].ACC     accumulator_raw_146                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_146               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[10].Ma[5].ACC     accumulator_raw_145                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_145               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[10].Ma[4].ACC     accumulator_raw_144                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_144               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[10].Ma[3].ACC     accumulator_raw_143                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_143               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[10].Ma[2].ACC     accumulator_raw_142                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_142               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[10].Ma[1].ACC     accumulator_raw_141                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_141               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[9].Ma[13].ACC     accumulator_raw_139                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_139               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[9].Ma[12].ACC     accumulator_raw_138                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_138               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[9].Ma[11].ACC     accumulator_raw_137                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_137               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[9].Ma[10].ACC     accumulator_raw_136                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_136               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[9].Ma[9].ACC      accumulator_raw_135                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_135               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[9].Ma[8].ACC      accumulator_raw_134                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_134               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[9].Ma[7].ACC      accumulator_raw_133                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_133               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[9].Ma[6].ACC      accumulator_raw_132                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_132               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[9].Ma[5].ACC      accumulator_raw_131                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_131               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[9].Ma[4].ACC      accumulator_raw_130                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_130               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[9].Ma[3].ACC      accumulator_raw_129                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_129               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[9].Ma[2].ACC      accumulator_raw_128                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_128               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[9].Ma[1].ACC      accumulator_raw_127                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_127               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[8].Ma[13].ACC     accumulator_raw_125                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_125               96    262.042     0.000      262.042 
