============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Oct 03 2021  09:10:51 pm
  Module:                 axis_conv_engine
  Operating conditions:   BCCOM 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                         Leakage      Dynamic       Total    
            Instance             Cells  Power(nW)    Power(nW)    Power(nW)  
    Cm[0].Gm[1..1].Mm[10].MUL        0       0.000  1351092.302  1351092.302 
    Cm[0].Gm[1..1].Mm[11].MUL        0       0.000  1351093.578  1351093.578 
    Cm[0].Gm[1..[2].Mm[0].MUL        0       0.000  1351086.814  1351086.814 
    Cm[0].Gm[1..[2].Mm[1].MUL        0       0.000  1351091.536  1351091.536 
    Cm[0].Gm[1..[2].Mm[2].MUL        0       0.000  1351089.367  1351089.367 
    Cm[0].Gm[1..[2].Mm[3].MUL        0       0.000  1351092.302  1351092.302 
    Cm[0].Gm[1..[2].Mm[4].MUL        0       0.000  1351087.197  1351087.197 
    Cm[0].Gm[1..[2].Mm[5].MUL        0       0.000  1351093.706  1351093.706 
    Cm[0].Gm[1..[2].Mm[6].MUL        0       0.000  1351093.706  1351093.706 
    Cm[0].Gm[1..[2].Mm[7].MUL        0       0.000  1351091.536  1351091.536 
    Cm[0].Gm[1..[2].Mm[8].MUL        0       0.000  1351091.281  1351091.281 
    Cm[0].Gm[1..[2].Mm[9].MUL        0       0.000  1351080.689  1351080.689 
    Cm[0].Gm[1..2].Mm[10].MUL        0       0.000  1351079.285  1351079.285 
    Cm[0].Gm[1..2].Mm[11].MUL        0       0.000  1351087.197  1351087.197 
    Cm[0].Gm[1..[3].Mm[0].MUL        0       0.000  1351097.662  1351097.662 
    Cm[0].Gm[1..[3].Mm[1].MUL        0       0.000  1351091.536  1351091.536 
    Cm[0].Gm[1..[3].Mm[2].MUL        0       0.000  1351089.367  1351089.367 
    Cm[0].Gm[1..[3].Mm[3].MUL        0       0.000  1351087.963  1351087.963 
    Cm[0].Gm[1..[3].Mm[4].MUL        0       0.000  1351087.197  1351087.197 
    Cm[0].Gm[1..[3].Mm[5].MUL        0       0.000  1351095.875  1351095.875 
    Cm[0].Gm[1..[3].Mm[6].MUL        0       0.000  1351091.536  1351091.536 
    Cm[0].Gm[1..[3].Mm[7].MUL        0       0.000  1351087.197  1351087.197 
    Cm[0].Gm[1..[3].Mm[8].MUL        0       0.000  1351091.536  1351091.536 
    Cm[0].Gm[1..[3].Mm[9].MUL        0       0.000  1351093.706  1351093.706 
    Cm[0].Gm[1..3].Mm[10].MUL        0       0.000  1351090.132  1351090.132 
    Cm[0].Gm[1..3].Mm[11].MUL        0       0.000  1351087.070  1351087.070 
    Cm[1].Gm[0..[0].Mm[0].MUL        0       0.000  1351093.323  1351093.323 
    Cm[1].Gm[0..[0].Mm[1].MUL        0       0.000  1351091.536  1351091.536 
    Cm[1].Gm[0..[0].Mm[2].MUL        0       0.000  1351083.624  1351083.624 
    Cm[1].Gm[0..[0].Mm[3].MUL        0       0.000  1351095.875  1351095.875 
    Cm[1].Gm[0..[0].Mm[4].MUL        0       0.000  1351091.536  1351091.536 
    Cm[1].Gm[0..[0].Mm[5].MUL        0       0.000  1351095.875  1351095.875 
    Cm[1].Gm[0..[0].Mm[6].MUL        0       0.000  1351082.858  1351082.858 
    Cm[1].Gm[0..[0].Mm[7].MUL        0       0.000  1351092.302  1351092.302 
    Cm[1].Gm[0..[0].Mm[8].MUL        0       0.000  1351091.536  1351091.536 
    Cm[1].Gm[0..[0].Mm[9].MUL        0       0.000  1351091.536  1351091.536 
    Cm[1].Gm[0..0].Mm[10].MUL        0       0.000  1351087.197  1351087.197 
    Cm[1].Gm[0..0].Mm[11].MUL        0       0.000  1351095.875  1351095.875 
    Cm[1].Gm[0..[1].Mm[0].MUL        0       0.000  1351093.323  1351093.323 
    Cm[1].Gm[0..[1].Mm[1].MUL        0       0.000  1351093.706  1351093.706 
    Cm[1].Gm[0..[1].Mm[2].MUL        0       0.000  1351092.302  1351092.302 
    Cm[1].Gm[0..[1].Mm[3].MUL        0       0.000  1351076.350  1351076.350 
    Cm[1].Gm[0..[1].Mm[4].MUL        0       0.000  1351078.136  1351078.136 
    Cm[1].Gm[0..[1].Mm[5].MUL        0       0.000  1351082.731  1351082.731 
    Cm[1].Gm[0..[1].Mm[6].MUL        0       0.000  1351087.197  1351087.197 
    Cm[1].Gm[0..[1].Mm[7].MUL        0       0.000  1351092.302  1351092.302 
    Cm[1].Gm[0..[1].Mm[8].MUL        0       0.000  1351093.706  1351093.706 
    Cm[1].Gm[0..[1].Mm[9].MUL        0       0.000  1351091.536  1351091.536 
    Cm[1].Gm[0..1].Mm[10].MUL        0       0.000  1351095.875  1351095.875 
    Cm[1].Gm[0..1].Mm[11].MUL        0       0.000  1351091.536  1351091.536 
    Cm[1].Gm[0..[2].Mm[0].MUL        0       0.000  1351093.068  1351093.068 
    Cm[1].Gm[0..[2].Mm[1].MUL        0       0.000  1351089.367  1351089.367 
    Cm[1].Gm[0..[2].Mm[2].MUL        0       0.000  1351081.455  1351081.455 
    Cm[1].Gm[0..[2].Mm[3].MUL        0       0.000  1351087.197  1351087.197 
    Cm[1].Gm[0..[2].Mm[4].MUL        0       0.000  1351082.731  1351082.731 
    Cm[1].Gm[0..[2].Mm[5].MUL        0       0.000  1351091.536  1351091.536 
    Cm[1].Gm[0..[2].Mm[6].MUL        0       0.000  1351084.645  1351084.645 
    Cm[1].Gm[0..[2].Mm[7].MUL        0       0.000  1351087.963  1351087.963 
    Cm[1].Gm[0..[2].Mm[8].MUL        0       0.000  1351091.536  1351091.536 
    Cm[1].Gm[0..[2].Mm[9].MUL        0       0.000  1351091.536  1351091.536 
    Cm[1].Gm[0..2].Mm[10].MUL        0       0.000  1351093.706  1351093.706 
    Cm[1].Gm[0..2].Mm[11].MUL        0       0.000  1351093.706  1351093.706 
    Cm[1].Gm[0..[3].Mm[0].MUL        0       0.000  1351091.153  1351091.153 
    Cm[1].Gm[0..[3].Mm[1].MUL        0       0.000  1351093.706  1351093.706 
    Cm[1].Gm[0..[3].Mm[2].MUL        0       0.000  1351083.496  1351083.496 
    Cm[1].Gm[0..[3].Mm[3].MUL        0       0.000  1351089.367  1351089.367 
    Cm[1].Gm[0..[3].Mm[4].MUL        0       0.000  1351082.731  1351082.731 
    Cm[1].Gm[0..[3].Mm[5].MUL        0       0.000  1351089.367  1351089.367 
    Cm[1].Gm[0..[3].Mm[6].MUL        0       0.000  1351093.706  1351093.706 
    Cm[1].Gm[0..[3].Mm[7].MUL        0       0.000  1351090.132  1351090.132 
    Cm[1].Gm[0..[3].Mm[8].MUL        0       0.000  1351085.028  1351085.028 
    Cm[1].Gm[0..[3].Mm[9].MUL        0       0.000  1351089.367  1351089.367 
    Cm[1].Gm[0..3].Mm[10].MUL        0       0.000  1351095.875  1351095.875 
    Cm[1].Gm[0..3].Mm[11].MUL        0       0.000  1351091.536  1351091.536 
    Cm[1].Gm[1..[0].Mm[0].MUL        0       0.000  1351081.837  1351081.837 
    Cm[1].Gm[1..[0].Mm[1].MUL        0       0.000  1351095.875  1351095.875 
    Cm[1].Gm[1..[0].Mm[2].MUL        0       0.000  1351089.367  1351089.367 
    Cm[1].Gm[1..[0].Mm[3].MUL        0       0.000  1351085.028  1351085.028 
    Cm[1].Gm[1..[0].Mm[4].MUL        0       0.000  1351081.455  1351081.455 
    Cm[1].Gm[1..[0].Mm[5].MUL        0       0.000  1351093.706  1351093.706 
    Cm[1].Gm[1..[0].Mm[6].MUL        0       0.000  1351082.603  1351082.603 
    Cm[1].Gm[1..[0].Mm[7].MUL        0       0.000  1351085.793  1351085.793 
    Cm[1].Gm[1..[0].Mm[8].MUL        0       0.000  1351091.536  1351091.536 
    Cm[1].Gm[1..[0].Mm[9].MUL        0       0.000  1351095.875  1351095.875 
    Cm[1].Gm[1..0].Mm[10].MUL        0       0.000  1351087.197  1351087.197 
    Cm[1].Gm[1..0].Mm[11].MUL        0       0.000  1351093.706  1351093.706 
    Cm[1].Gm[1..[1].Mm[0].MUL        0       0.000  1351086.176  1351086.176 
    Cm[1].Gm[1..[1].Mm[1].MUL        0       0.000  1351089.367  1351089.367 
    Cm[1].Gm[1..[1].Mm[2].MUL        0       0.000  1351093.706  1351093.706 
    Cm[1].Gm[1..[1].Mm[3].MUL        0       0.000  1351078.519  1351078.519 
    Cm[1].Gm[1..[1].Mm[4].MUL        0       0.000  1351087.963  1351087.963 
    Cm[1].Gm[1..[1].Mm[5].MUL        0       0.000  1351091.536  1351091.536 
    Cm[1].Gm[1..[1].Mm[6].MUL        0       0.000  1351085.028  1351085.028 
    Cm[1].Gm[1..[1].Mm[7].MUL        0       0.000  1351085.793  1351085.793 
    Cm[1].Gm[1..[1].Mm[8].MUL        0       0.000  1351089.367  1351089.367 
    Cm[1].Gm[1..[1].Mm[9].MUL        0       0.000  1351095.875  1351095.875 
    Cm[1].Gm[1..1].Mm[10].MUL        0       0.000  1351093.706  1351093.706 
    Cm[1].Gm[1..1].Mm[11].MUL        0       0.000  1351095.875  1351095.875 
    Cm[1].Gm[1..[2].Mm[0].MUL        0       0.000  1351081.837  1351081.837 
    Cm[1].Gm[1..[2].Mm[1].MUL        0       0.000  1351087.197  1351087.197 
    Cm[1].Gm[1..[2].Mm[2].MUL        0       0.000  1351089.367  1351089.367 
    Cm[1].Gm[1..[2].Mm[3].MUL        0       0.000  1351095.875  1351095.875 
    Cm[1].Gm[1..[2].Mm[4].MUL        0       0.000  1351092.302  1351092.302 
    Cm[1].Gm[1..[2].Mm[5].MUL        0       0.000  1351093.706  1351093.706 
    Cm[1].Gm[1..[2].Mm[6].MUL        0       0.000  1351082.731  1351082.731 
    Cm[1].Gm[1..[2].Mm[7].MUL        0       0.000  1351079.030  1351079.030 
    Cm[1].Gm[1..[2].Mm[8].MUL        0       0.000  1351085.028  1351085.028 
    Cm[1].Gm[1..[2].Mm[9].MUL        0       0.000  1351087.197  1351087.197 
    Cm[1].Gm[1..2].Mm[10].MUL        0       0.000  1351089.367  1351089.367 
    Cm[1].Gm[1..2].Mm[11].MUL        0       0.000  1351091.536  1351091.536 
    Cm[1].Gm[1..[3].Mm[0].MUL        0       0.000  1351090.515  1351090.515 
    Cm[1].Gm[1..[3].Mm[1].MUL        0       0.000  1351093.706  1351093.706 
    Cm[1].Gm[1..[3].Mm[2].MUL        0       0.000  1351091.536  1351091.536 
    Cm[1].Gm[1..[3].Mm[3].MUL        0       0.000  1351087.197  1351087.197 
    Cm[1].Gm[1..[3].Mm[4].MUL        0       0.000  1351083.624  1351083.624 
    Cm[1].Gm[1..[3].Mm[5].MUL        0       0.000  1351093.706  1351093.706 
    Cm[1].Gm[1..[3].Mm[6].MUL        0       0.000  1351085.028  1351085.028 
    Cm[1].Gm[1..[3].Mm[7].MUL        0       0.000  1351087.963  1351087.963 
    Cm[1].Gm[1..[3].Mm[8].MUL        0       0.000  1351082.858  1351082.858 
    Cm[1].Gm[1..[3].Mm[9].MUL        0       0.000  1351093.706  1351093.706 
    Cm[1].Gm[1..3].Mm[10].MUL        0       0.000  1351087.197  1351087.197 
    Cm[1].Gm[1..3].Mm[11].MUL        0       0.000  1351095.875  1351095.875 

