============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Oct 03 2021  09:52:50 pm
  Module:                 axis_conv_engine
  Technology libraries:   tcbn45gsbwpbc 120
                          physical_cells 
  Operating conditions:   BCCOM 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

              Instance                                     Module                        Cell Count  Cell Area  Net Area   Total Area 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_105               16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[7].Mm[6].MUL      multiplier_104                                             146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6843                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_104               16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[7].Mm[5].MUL      multiplier_103                                             146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6844                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_103               16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[7].Mm[4].MUL      multiplier_102                                             146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6845                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_102               16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[7].Mm[3].MUL      multiplier_101                                             146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6846                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_101               16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[7].Mm[2].MUL      multiplier_100                                             146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6847                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_100               16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[7].Mm[1].MUL      multiplier_99                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6655                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_99                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[7].Mm[0].MUL      multiplier_98                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6656                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_98                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[6].Mm[13].MUL     multiplier_97                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6657                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_97                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[6].Mm[12].MUL     multiplier_96                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6658                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_96                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[6].Mm[11].MUL     multiplier_95                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6659                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_95                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[6].Mm[10].MUL     multiplier_94                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6660                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_94                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[6].Mm[9].MUL      multiplier_93                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6661                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_93                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[6].Mm[8].MUL      multiplier_92                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6662                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_92                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[6].Mm[7].MUL      multiplier_91                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6663                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_91                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[6].Mm[6].MUL      multiplier_90                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6664                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_90                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[6].Mm[5].MUL      multiplier_89                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6666                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_89                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[6].Mm[4].MUL      multiplier_88                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6667                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_88                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[6].Mm[3].MUL      multiplier_87                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6668                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_87                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[6].Mm[2].MUL      multiplier_86                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6669                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_86                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[6].Mm[1].MUL      multiplier_85                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6670                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_85                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[6].Mm[0].MUL      multiplier_84                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6671                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_84                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[5].Mm[13].MUL     multiplier_83                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6672                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_83                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[5].Mm[12].MUL     multiplier_82                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6673                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_82                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[5].Mm[11].MUL     multiplier_81                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6674                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_81                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[5].Mm[10].MUL     multiplier_80                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6675                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_80                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[5].Mm[9].MUL      multiplier_79                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6677                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_79                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[5].Mm[8].MUL      multiplier_78                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6678                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_78                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[5].Mm[7].MUL      multiplier_77                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6679                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_77                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[5].Mm[6].MUL      multiplier_76                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6680                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_76                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[5].Mm[5].MUL      multiplier_75                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6681                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_75                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[5].Mm[4].MUL      multiplier_74                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6682                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_74                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[5].Mm[3].MUL      multiplier_73                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6683                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_73                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[5].Mm[2].MUL      multiplier_72                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6684                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_72                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[5].Mm[1].MUL      multiplier_71                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6685                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_71                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[5].Mm[0].MUL      multiplier_70                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6686                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_70                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[4].Mm[13].MUL     multiplier_69                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6688                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_69                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[4].Mm[12].MUL     multiplier_68                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6689                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_68                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[4].Mm[11].MUL     multiplier_67                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6690                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_67                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[4].Mm[10].MUL     multiplier_66                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6691                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_66                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[4].Mm[9].MUL      multiplier_65                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6692                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_65                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[4].Mm[8].MUL      multiplier_64                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6693                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_64                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[4].Mm[7].MUL      multiplier_63                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6694                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_63                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[4].Mm[6].MUL      multiplier_62                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6695                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_62                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[4].Mm[5].MUL      multiplier_61                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6696                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_61                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[4].Mm[4].MUL      multiplier_60                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6697                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_60                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[4].Mm[3].MUL      multiplier_59                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6699                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_59                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[4].Mm[2].MUL      multiplier_58                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6700                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_58                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[4].Mm[1].MUL      multiplier_57                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6701                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_57                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[4].Mm[0].MUL      multiplier_56                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6702                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_56                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[3].Mm[13].MUL     multiplier_55                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6703                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_55                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[3].Mm[12].MUL     multiplier_54                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6704                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_54                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[3].Mm[11].MUL     multiplier_53                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6705                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_53                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[3].Mm[10].MUL     multiplier_52                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6706                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_52                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[3].Mm[9].MUL      multiplier_51                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6707                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_51                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[3].Mm[8].MUL      multiplier_50                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6708                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_50                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[3].Mm[7].MUL      multiplier_49                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6710                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_49                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[3].Mm[6].MUL      multiplier_48                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6711                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_48                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[3].Mm[5].MUL      multiplier_47                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6712                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_47                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[3].Mm[4].MUL      multiplier_46                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6713                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_46                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[3].Mm[3].MUL      multiplier_45                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6714                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_45                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[3].Mm[2].MUL      multiplier_44                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6715                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_44                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[3].Mm[1].MUL      multiplier_43                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6716                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_43                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[3].Mm[0].MUL      multiplier_42                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6717                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_42                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[2].Mm[13].MUL     multiplier_41                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6718                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_41                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[2].Mm[12].MUL     multiplier_40                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6719                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_40                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[2].Mm[11].MUL     multiplier_39                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6721                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_39                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[2].Mm[10].MUL     multiplier_38                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6722                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_38                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[2].Mm[9].MUL      multiplier_37                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6723                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_37                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[2].Mm[8].MUL      multiplier_36                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6724                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_36                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[2].Mm[7].MUL      multiplier_35                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6725                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_35                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[2].Mm[6].MUL      multiplier_34                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6726                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_34                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[2].Mm[5].MUL      multiplier_33                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6727                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_33                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[2].Mm[4].MUL      multiplier_32                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6728                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_32                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[2].Mm[3].MUL      multiplier_31                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6729                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_31                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[2].Mm[2].MUL      multiplier_30                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6730                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_30                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[2].Mm[1].MUL      multiplier_29                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6732                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_29                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[2].Mm[0].MUL      multiplier_28                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6733                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_28                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[1].Mm[13].MUL     multiplier_27                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6734                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_27                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[1].Mm[12].MUL     multiplier_26                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6735                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_26                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[1].Mm[11].MUL     multiplier_25                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6736                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_25                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[1].Mm[10].MUL     multiplier_24                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6737                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_24                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[1].Mm[9].MUL      multiplier_23                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6738                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_23                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[1].Mm[8].MUL      multiplier_22                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6739                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_22                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[1].Mm[7].MUL      multiplier_21                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6740                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_21                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[1].Mm[6].MUL      multiplier_20                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6741                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_20                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[1].Mm[5].MUL      multiplier_19                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6749                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_19                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[1].Mm[4].MUL      multiplier_18                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6760                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_18                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[1].Mm[3].MUL      multiplier_17                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6771                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_17                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[1].Mm[2].MUL      multiplier_16                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6782                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_16                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[1].Mm[1].MUL      multiplier_15                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6793                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_15                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[1].Mm[0].MUL      multiplier_14                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6804                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_14                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[0].Mm[13].MUL     multiplier_13                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6815                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_13                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[0].Mm[12].MUL     multiplier_12                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6826                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_12                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[0].Mm[11].MUL     multiplier_11                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6837                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_11                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[0].Mm[10].MUL     multiplier_10                                              146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6848                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_10                16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[0].Mm[9].MUL      multiplier_9                                               146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6665                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_9                 16     76.205     0.000       76.205 
