============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Oct 03 2021  09:52:50 pm
  Module:                 axis_conv_engine
  Technology libraries:   tcbn45gsbwpbc 120
                          physical_cells 
  Operating conditions:   BCCOM 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

              Instance                                     Module                        Cell Count  Cell Area  Net Area   Total Area 
    Cm[0].Gm[0].Um[0].Mm[8].MUL      multiplier_8                                               146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6676                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_8                 16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[0].Mm[7].MUL      multiplier_7                                               146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6687                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_7                 16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[0].Mm[6].MUL      multiplier_6                                               146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6698                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_6                 16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[0].Mm[5].MUL      multiplier_5                                               146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6709                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_5                 16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[0].Mm[4].MUL      multiplier_4                                               146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6720                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_4                 16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[0].Mm[3].MUL      multiplier_3                                               146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6731                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_3                 16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[0].Mm[2].MUL      multiplier_2                                               146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6742                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_2                 16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[0].Mm[1].MUL      multiplier_1                                               146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195_6849                                     130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0_1                 16     76.205     0.000       76.205 
    Cm[0].Gm[0].Um[0].Mm[0].MUL      multiplier                                                 146    359.856    88.777      448.633 
      mul_74_23                      mult_unsigned_195                                          130    283.651    81.171      364.822 
      REG                            register_WORD_WIDTH16_RESET_VALUE0_LOCAL0                   16     76.205     0.000       76.205 
    Ca[0].Ga[0].Ua[13].Ma[13].ACC    accumulator_195                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_195               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6124                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[13].Ma[12].ACC    accumulator_194                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_194               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6125                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[13].Ma[11].ACC    accumulator_193                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_193               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6126                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[13].Ma[10].ACC    accumulator_192                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_192               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6127                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[13].Ma[9].ACC     accumulator_191                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_191               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6128                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[13].Ma[8].ACC     accumulator_190                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_190               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6129                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[13].Ma[7].ACC     accumulator_189                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_189               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6131                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[13].Ma[6].ACC     accumulator_188                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_188               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6132                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[13].Ma[5].ACC     accumulator_187                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_187               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6133                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[13].Ma[4].ACC     accumulator_186                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_186               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6134                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[13].Ma[3].ACC     accumulator_185                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_185               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6135                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[13].Ma[2].ACC     accumulator_184                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_184               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6136                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[13].Ma[1].ACC     accumulator_183                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_183               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6137                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[13].Ma[0].ACC     accumulator_182                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_182               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6138                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[12].Ma[13].ACC    accumulator_181                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_181               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6139                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[12].Ma[12].ACC    accumulator_180                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_180               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6140                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[12].Ma[11].ACC    accumulator_179                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_179               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6142                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[12].Ma[10].ACC    accumulator_178                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_178               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6143                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[12].Ma[9].ACC     accumulator_177                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_177               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6144                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[12].Ma[8].ACC     accumulator_176                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_176               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6145                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[12].Ma[7].ACC     accumulator_175                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_175               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6146                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[12].Ma[6].ACC     accumulator_174                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_174               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6147                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[12].Ma[5].ACC     accumulator_173                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_173               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6148                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[12].Ma[4].ACC     accumulator_172                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_172               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6149                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[12].Ma[3].ACC     accumulator_171                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_171               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6150                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[12].Ma[2].ACC     accumulator_170                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_170               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6151                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[12].Ma[1].ACC     accumulator_169                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_169               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6153                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[12].Ma[0].ACC     accumulator_168                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_168               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6154                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[11].Ma[13].ACC    accumulator_167                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_167               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6155                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[11].Ma[12].ACC    accumulator_166                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_166               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6156                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[11].Ma[11].ACC    accumulator_165                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_165               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6157                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[11].Ma[10].ACC    accumulator_164                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_164               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6158                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[11].Ma[9].ACC     accumulator_163                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_163               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6159                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[11].Ma[8].ACC     accumulator_162                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_162               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6160                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[11].Ma[7].ACC     accumulator_161                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_161               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6161                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[11].Ma[6].ACC     accumulator_160                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_160               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6162                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[11].Ma[5].ACC     accumulator_159                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_159               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6164                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[11].Ma[4].ACC     accumulator_158                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_158               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6165                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[11].Ma[3].ACC     accumulator_157                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_157               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6166                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[11].Ma[2].ACC     accumulator_156                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_156               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6167                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[11].Ma[1].ACC     accumulator_155                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_155               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6168                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[11].Ma[0].ACC     accumulator_154                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_154               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6169                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[10].Ma[13].ACC    accumulator_153                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_153               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6170                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[10].Ma[12].ACC    accumulator_152                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_152               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6171                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[10].Ma[11].ACC    accumulator_151                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_151               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6172                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[10].Ma[10].ACC    accumulator_150                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_150               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6173                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[10].Ma[9].ACC     accumulator_149                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_149               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6175                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[10].Ma[8].ACC     accumulator_148                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_148               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6176                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[10].Ma[7].ACC     accumulator_147                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_147               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6177                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[10].Ma[6].ACC     accumulator_146                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_146               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6178                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[10].Ma[5].ACC     accumulator_145                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_145               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6179                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[10].Ma[4].ACC     accumulator_144                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_144               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6180                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[10].Ma[3].ACC     accumulator_143                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_143               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6181                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[10].Ma[2].ACC     accumulator_142                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_142               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6182                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[10].Ma[1].ACC     accumulator_141                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_141               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6183                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[10].Ma[0].ACC     accumulator_140                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_140               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6184                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[9].Ma[13].ACC     accumulator_139                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_139               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6186                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[9].Ma[12].ACC     accumulator_138                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_138               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6187                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[9].Ma[11].ACC     accumulator_137                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_137               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6188                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[9].Ma[10].ACC     accumulator_136                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_136               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6189                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[9].Ma[9].ACC      accumulator_135                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_135               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6190                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[9].Ma[8].ACC      accumulator_134                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_134               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6191                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[9].Ma[7].ACC      accumulator_133                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_133               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6192                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[9].Ma[6].ACC      accumulator_132                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_132               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6193                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[9].Ma[5].ACC      accumulator_131                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_131               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6194                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[9].Ma[4].ACC      accumulator_130                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_130               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6195                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[9].Ma[3].ACC      accumulator_129                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_129               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6197                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[9].Ma[2].ACC      accumulator_128                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_128               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6198                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[9].Ma[1].ACC      accumulator_127                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_127               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6199                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[9].Ma[0].ACC      accumulator_126                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_126               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6200                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[8].Ma[13].ACC     accumulator_125                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_125               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6201                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[8].Ma[12].ACC     accumulator_124                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_124               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6202                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[8].Ma[11].ACC     accumulator_123                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_123               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6203                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[8].Ma[10].ACC     accumulator_122                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_122               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6204                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[8].Ma[9].ACC      accumulator_121                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_121               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6205                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[8].Ma[8].ACC      accumulator_120                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_120               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6206                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[8].Ma[7].ACC      accumulator_119                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_119               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6208                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[8].Ma[6].ACC      accumulator_118                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_118               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6209                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[8].Ma[5].ACC      accumulator_117                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_117               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6210                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[8].Ma[4].ACC      accumulator_116                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_116               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6211                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[8].Ma[3].ACC      accumulator_115                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_115               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6212                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[8].Ma[2].ACC      accumulator_114                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_114               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6213                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[8].Ma[1].ACC      accumulator_113                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_113               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6214                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[8].Ma[0].ACC      accumulator_112                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_112               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6215                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[7].Ma[13].ACC     accumulator_111                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_111               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6216                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[7].Ma[12].ACC     accumulator_110                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_110               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6217                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[7].Ma[11].ACC     accumulator_109                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_109               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6219                                       24    103.194    10.934      114.128 
    Ca[0].Ga[0].Ua[7].Ma[10].ACC     accumulator_108                                             72    242.903    33.753      276.656 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_108               24    114.307     0.000      114.307 
      add_31_23                      add_unsigned_195_6220                                       24    103.194    10.934      114.128 
