============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Nov 16 2021  09:02:13 am
  Module:                 axis_accelerator_asic
  Technology libraries:   scadv10_cln65gp_hvt_tt_1p0v_25c 1.0
                          physical_cells 
  Operating conditions:   tt_1p0v_25c 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                     Instance                                           Module                        Cell Count   Cell Area   Net Area   Total Area 
-----------------------------------------------------------------------------------------------------------------------------------------------------
      Ca[0].Ga[0].Ua[3].Ma[76].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_364                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_364                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_364               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[77].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_365                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_365                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_365               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[78].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_366                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_366                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_366               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[74].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_458                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_458                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_458               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[75].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_459                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_459                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_459               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[76].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_460                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_460                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_460               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[77].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_461                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_461                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_461               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[78].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_462                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_462                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_462               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[75].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_555                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_555                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_555               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[76].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_556                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_556                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_556               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[77].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_557                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_557                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_557               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[78].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_558                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_558                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_558               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[74].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_650                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_650                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_650               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[75].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_651                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_651                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_651               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[76].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_652                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_652                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_652               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[77].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_653                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_653                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_653               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[78].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_654                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_654                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_654               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[14].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_14                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_14                                          74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_14                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[14].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_110                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_110                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_110               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[2].Ma[13].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_205                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_205                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_205               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[2].Ma[14].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_206                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_206                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_206               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[13].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_301                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_301                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_301               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[14].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_302                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_302                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_302               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[13].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_397                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_397                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_397               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[14].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_398                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_398                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_398               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[13].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_493                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_493                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_493               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[14].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_494                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_494                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_494               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[14].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_590                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_590                                         74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_590               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[13].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    356.669     1456.669 
        MUL                                       multiplier_raw_13                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_13                                          74     455.600     86.198      541.798 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_13                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[81].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    353.057     1456.257 
        MUL                                       multiplier_raw_81                                          139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_81                                          74     455.600     83.079      538.679 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_81                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[81].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    352.537     1455.737 
        MUL                                       multiplier_raw_465                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_465                                         74     455.600     82.559      538.159 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_465               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[79].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    352.537     1455.737 
        MUL                                       multiplier_raw_559                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_559                                         74     455.600     82.559      538.159 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_559               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[79].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    352.537     1455.737 
        MUL                                       multiplier_raw_655                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_655                                         74     455.600     82.559      538.159 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_655               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[59].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    354.069     1454.069 
        MUL                                       multiplier_raw_155                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_155                                         74     455.600     83.599      539.199 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_155               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[59].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    354.069     1454.069 
        MUL                                       multiplier_raw_347                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_347                                         74     455.600     83.599      539.199 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_347               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[59].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    354.069     1454.069 
        MUL                                       multiplier_raw_443                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_443                                         74     455.600     83.599      539.199 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_443               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[17].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    354.069     1454.069 
        MUL                                       multiplier_raw_17                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_17                                          74     455.600     83.599      539.199 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_17                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[30].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    354.069     1454.069 
        MUL                                       multiplier_raw_318                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_318                                         74     455.600     83.599      539.199 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_318               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[89].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    353.029     1453.029 
        MUL                                       multiplier_raw_377                                         138     550.800    220.996      771.796 
        ACC                                       accumulator_raw_377                                         74     455.600     83.599      539.199 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_377               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[84].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    353.029     1453.029 
        MUL                                       multiplier_raw_660                                         138     550.800    220.996      771.796 
        ACC                                       accumulator_raw_660                                         74     455.600     83.599      539.199 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_660               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[2].Ma[87].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    353.029     1453.029 
        MUL                                       multiplier_raw_279                                         138     550.800    220.996      771.796 
        ACC                                       accumulator_raw_279                                         74     455.600     83.599      539.199 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_279               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[74].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    351.989     1451.989 
        MUL                                       multiplier_raw_170                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_170                                         74     455.600     81.519      537.119 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_170               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[74].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    351.989     1451.989 
        MUL                                       multiplier_raw_362                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_362                                         74     455.600     81.519      537.119 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_362               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[74].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    351.989     1451.989 
        MUL                                       multiplier_raw_554                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_554                                         74     455.600     81.519      537.119 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_554               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[13].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    351.989     1451.989 
        MUL                                       multiplier_raw_109                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_109                                         74     455.600     81.519      537.119 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_109               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[13].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    351.989     1451.989 
        MUL                                       multiplier_raw_589                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_589                                         74     455.600     81.519      537.119 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_589               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[73].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_73                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_73                                          74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_73                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[2].Ma[73].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_265                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_265                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_265               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[73].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_457                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_457                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_457               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[73].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_649                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_649                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_649               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[90].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_378                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_378                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_378               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[2].Ma[12].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_204                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_204                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_204               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[12].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_300                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_300                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_300               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[12].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_396                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_396                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_396               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[12].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_492                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_492                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_492               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[12].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_12                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_12                                          74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_12                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[31].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_31                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_31                                          74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_31                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[2].Ma[31].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_223                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_223                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_223               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[31].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_415                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_415                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_415               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[31].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_511                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_511                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_511               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[31].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_607                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_607                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_607               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[45].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_45                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_45                                          74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_45                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[45].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_141                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_141                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_141               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[2].Ma[45].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_237                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_237                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_237               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[45].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_333                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_333                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_333               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[45].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
