============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Nov 16 2021  09:02:13 am
  Module:                 axis_accelerator_asic
  Technology libraries:   scadv10_cln65gp_hvt_tt_1p0v_25c 1.0
                          physical_cells 
  Operating conditions:   tt_1p0v_25c 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                     Instance                                           Module                        Cell Count   Cell Area   Net Area   Total Area 
-----------------------------------------------------------------------------------------------------------------------------------------------------
      Ca[0].Ga[0].Ua[2].Ma[33].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    358.256     1461.456 
        MUL                                       multiplier_raw_225                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_225                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_225               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[33].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    358.256     1461.456 
        MUL                                       multiplier_raw_321                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_321                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_321               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[33].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    358.256     1461.456 
        MUL                                       multiplier_raw_417                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_417                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_417               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[33].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    358.256     1461.456 
        MUL                                       multiplier_raw_513                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_513                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_513               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[50].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    358.256     1461.456 
        MUL                                       multiplier_raw_50                                          139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_50                                          74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_50                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[50].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    358.256     1461.456 
        MUL                                       multiplier_raw_146                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_146                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_146               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[51].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    358.256     1461.456 
        MUL                                       multiplier_raw_147                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_147                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_147               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[2].Ma[50].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    358.256     1461.456 
        MUL                                       multiplier_raw_242                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_242                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_242               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[2].Ma[51].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    358.256     1461.456 
        MUL                                       multiplier_raw_243                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_243                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_243               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[50].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    358.256     1461.456 
        MUL                                       multiplier_raw_338                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_338                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_338               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[51].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    358.256     1461.456 
        MUL                                       multiplier_raw_339                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_339                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_339               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[50].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    358.256     1461.456 
        MUL                                       multiplier_raw_434                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_434                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_434               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[50].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    358.256     1461.456 
        MUL                                       multiplier_raw_530                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_530                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_530               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[51].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    358.256     1461.456 
        MUL                                       multiplier_raw_531                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_531                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_531               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[50].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    358.256     1461.456 
        MUL                                       multiplier_raw_626                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_626                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_626               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[51].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    358.256     1461.456 
        MUL                                       multiplier_raw_627                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_627                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_627               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[2].Ma[80].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1102.000    359.296     1461.296 
        MUL                                       multiplier_raw_272                                         139     552.800    230.382      783.182 
        ACC                                       accumulator_raw_272                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_272               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[15].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    357.736     1460.936 
        MUL                                       multiplier_raw_15                                          139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_15                                          74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_15                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[16].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    357.736     1460.936 
        MUL                                       multiplier_raw_16                                          139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_16                                          74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_16                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[15].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    357.736     1460.936 
        MUL                                       multiplier_raw_111                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_111                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_111               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[16].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    357.736     1460.936 
        MUL                                       multiplier_raw_112                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_112                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_112               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[17].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    357.736     1460.936 
        MUL                                       multiplier_raw_113                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_113                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_113               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[2].Ma[15].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    357.736     1460.936 
        MUL                                       multiplier_raw_207                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_207                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_207               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[2].Ma[16].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    357.736     1460.936 
        MUL                                       multiplier_raw_208                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_208                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_208               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[2].Ma[17].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    357.736     1460.936 
        MUL                                       multiplier_raw_209                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_209                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_209               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[15].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    357.736     1460.936 
        MUL                                       multiplier_raw_303                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_303                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_303               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[16].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    357.736     1460.936 
        MUL                                       multiplier_raw_304                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_304                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_304               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[17].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    357.736     1460.936 
        MUL                                       multiplier_raw_305                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_305                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_305               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[15].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    357.736     1460.936 
        MUL                                       multiplier_raw_399                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_399                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_399               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[16].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    357.736     1460.936 
        MUL                                       multiplier_raw_400                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_400                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_400               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[17].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    357.736     1460.936 
        MUL                                       multiplier_raw_401                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_401                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_401               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[15].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    357.736     1460.936 
        MUL                                       multiplier_raw_495                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_495                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_495               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[16].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    357.736     1460.936 
        MUL                                       multiplier_raw_496                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_496                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_496               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[17].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    357.736     1460.936 
        MUL                                       multiplier_raw_497                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_497                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_497               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[15].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    357.736     1460.936 
        MUL                                       multiplier_raw_591                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_591                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_591               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[16].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    357.736     1460.936 
        MUL                                       multiplier_raw_592                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_592                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_592               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[17].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         238    1103.200    357.736     1460.936 
        MUL                                       multiplier_raw_593                                         139     554.000    221.543      775.543 
        ACC                                       accumulator_raw_593                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_593               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[80].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_80                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_80                                          74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_80                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[80].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_464                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_464                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_464               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[73].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_169                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_169                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_169               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[73].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_361                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_361                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_361               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[73].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_553                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_553                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_553               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[82].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_466                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_466                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_466               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[83].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_467                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_467                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_467               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[84].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_468                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_468                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_468               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[85].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_469                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_469                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_469               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[82].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_82                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_82                                          74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_82                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[82].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_178                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_178                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_178               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[82].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_370                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_370                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_370               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[82].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_562                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_562                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_562               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[82].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_658                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_658                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_658               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[83].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_83                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_83                                          74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_83                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[83].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_179                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_179                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_179               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[83].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_371                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_371                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_371               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[83].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_563                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_563                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_563               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[84].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_84                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_84                                          74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_84                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[84].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_180                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_180                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_180               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[84].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_372                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_372                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_372               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[84].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_564                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_564                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_564               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[85].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_85                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_85                                          74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_85                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[85].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_181                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_181                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_181               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[85].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_373                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_373                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_373               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[85].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_565                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_565                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_565               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[86].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_86                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_86                                          74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_86                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[86].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_182                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_182                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_182               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[86].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
