============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Nov 16 2021  09:03:24 am
  Module:                 axis_accelerator_asic
  Operating conditions:   tt_1p0v_25c 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                            Leakage      Dynamic        Total     
             Instance               Cells  Power(nW)    Power(nW)     Power(nW)   
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.644    185441.623    189241.267 
        MUL                           139    2152.423    111693.598    113846.020 
        ACC                            74    1311.161     62609.724     63920.884 
          REG                          25     362.744     33887.976     34250.720 
            RC_CG_HIER_INST30           1      11.593      3129.540      3141.133 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.644    183966.649    187766.293 
        MUL                           139    2152.423    110220.839    112373.262 
        ACC                            74    1311.161     62606.969     63918.130 
          REG                          25     362.744     33902.272     34265.015 
            RC_CG_HIER_INST90           1      11.593      3143.828      3155.421 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.644    183689.953    187489.597 
        MUL                           139    2152.423    109944.607    112097.030 
        ACC                            74    1311.161     62606.969     63918.130 
          REG                          25     362.744     33902.272     34265.015 
            RC_CG_HIER_INST76           1      11.593      3143.828      3155.421 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.644    183688.273    187487.917 
        MUL                           139    2152.423    109942.887    112095.310 
        ACC                            74    1311.161     62606.969     63918.130 
          REG                          25     362.744     33902.272     34265.015 
            RC_CG_HIER_INST60           1      11.593      3143.828      3155.421 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.644    183879.909    187679.553 
        MUL                           139    2152.423    110134.563    112286.986 
        ACC                            74    1311.161     62606.969     63918.130 
          REG                          25     362.744     33902.272     34265.015 
            RC_CG_HIER_INST45           1      11.593      3143.828      3155.421 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.644    183879.948    187679.592 
        MUL                           139    2152.423    110134.563    112286.986 
        ACC                            74    1311.161     62606.969     63918.130 
          REG                          25     362.744     33902.272     34265.015 
            RC_CG_HIER_INST16           1      11.593      3143.828      3155.421 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.644    183967.103    187766.747 
        MUL                           139    2152.423    110221.292    112373.714 
        ACC                            74    1311.161     62606.969     63918.130 
          REG                          25     362.744     33902.272     34265.015 
            RC_CG_HIER_INST0            1      11.593      3143.828      3155.421 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.644    185959.164    189758.807 
        MUL                           139    2152.423    112213.018    114365.441 
        ACC                            74    1311.161     62607.760     63918.921 
          REG                          25     362.744     33890.346     34253.090 
            RC_CG_HIER_INST73           1      11.593      3131.908      3143.501 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.644    185719.318    189518.961 
        MUL                           139    2152.423    112022.337    114174.760 
        ACC                            74    1311.161     62558.595     63869.756 
          REG                          25     362.744     33841.107     34203.851 
            RC_CG_HIER_INST30           1      11.593      3131.908      3143.501 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.644    185966.897    189766.541 
        MUL                           139    2152.423    112220.328    114372.751 
        ACC                            74    1311.161     62607.760     63918.921 
          REG                          25     362.744     33890.346     34253.090 
            RC_CG_HIER_INST13           1      11.593      3131.908      3143.501 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.344    185446.899    189246.243 
        MUL                           138    2147.963    109509.073    111657.036 
        ACC                            74    1315.321     64765.968     66081.289 
          REG                          25     363.034     35961.537     36324.571 
            RC_CG_HIER_INST96           1      11.593      3143.561      3155.155 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.344    185414.337    189213.681 
        MUL                           138    2147.963    109509.073    111657.036 
        ACC                            74    1315.321     64766.260     66081.581 
          REG                          25     363.034     35961.537     36324.571 
            RC_CG_HIER_INST81           1      11.593      3143.561      3155.155 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.344    185025.000    188824.345 
        MUL                           138    2147.963    109119.640    111267.603 
        ACC                            74    1315.321     64766.260     66081.581 
          REG                          25     363.034     35961.537     36324.571 
            RC_CG_HIER_INST52           1      11.593      3143.561      3155.155 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.344    185146.485    188945.830 
        MUL                           138    2147.963    109240.887    111388.850 
        ACC                            74    1315.321     64766.254     66081.575 
          REG                          25     363.034     35961.537     36324.571 
            RC_CG_HIER_INST36           1      11.593      3143.561      3155.155 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.344    185294.161    189093.506 
        MUL                           138    2147.963    109388.801    111536.763 
        ACC                            74    1315.321     64766.260     66081.581 
          REG                          25     363.034     35961.537     36324.571 
            RC_CG_HIER_INST21           1      11.593      3143.561      3155.155 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.309    186918.338    190717.647 
        MUL                           138    2147.963    109509.520    111657.482 
        ACC                            74    1315.286     66269.814     67585.100 
          REG                          25     363.152     36570.197     36933.349 
            RC_CG_HIER_INST5            1      11.593      3143.561      3155.155 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.184    198591.960    202391.144 
        MUL                           138    2147.963    109240.887    111388.850 
        ACC                            74    1315.131     78149.474     79464.604 
          REG                          25     364.114     41505.217     41869.331 
            RC_CG_HIER_INST38           1      11.593      3138.646      3150.239 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.179    198891.418    202690.598 
        MUL                           138    2147.963    109509.073    111657.036 
        ACC                            74    1315.126     78148.003     79463.129 
          REG                          25     364.120     41503.969     41868.089 
            RC_CG_HIER_INST98           1      11.593      3138.646      3150.239 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.179    198891.418    202690.598 
        MUL                           138    2147.963    109509.073    111657.036 
        ACC                            74    1315.126     78148.003     79463.129 
          REG                          25     364.120     41503.969     41868.089 
            RC_CG_HIER_INST83           1      11.593      3138.646      3150.239 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.179    198470.280    202269.460 
        MUL                           138    2147.963    109120.265    111268.228 
        ACC                            74    1315.126     78148.320     79463.446 
          REG                          25     364.120     41503.969     41868.089 
            RC_CG_HIER_INST69           1      11.593      3138.646      3150.239 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.179    198738.196    202537.375 
        MUL                           138    2147.963    109388.801    111536.763 
        ACC                            74    1315.126     78148.326     79463.452 
          REG                          25     364.120     41503.969     41868.089 
            RC_CG_HIER_INST23           1      11.593      3138.646      3150.239 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.179    198859.158    202658.337 
        MUL                           138    2147.963    109509.520    111657.482 
        ACC                            74    1315.126     78148.320     79463.446 
          REG                          25     364.120     41503.969     41868.089 
            RC_CG_HIER_INST7            1      11.593      3138.646      3150.239 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.141    198746.352    202545.493 
        MUL                           138    2147.963    109605.221    111753.184 
        ACC                            74    1315.113     77890.565     79205.678 
          REG                          25     364.147     41460.488     41824.635 
            RC_CG_HIER_INST99           1      11.593      3129.254      3140.847 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.130    198712.309    202511.439 
        MUL                           138    2147.963    109605.221    111753.184 
        ACC                            74    1315.130     77856.669     79171.799 
          REG                          25     364.057     41239.611     41603.668 
            RC_CG_HIER_INST119          1      11.593      3129.701      3141.295 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.130    198679.322    202478.452 
        MUL                           138    2147.963    109605.221    111753.184 
        ACC                            74    1315.130     77856.983     79172.113 
          REG                          25     364.057     41239.611     41603.668 
            RC_CG_HIER_INST101          1      11.593      3129.701      3141.295 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.130    198194.395    201993.525 
        MUL                           138    2147.963    109119.640    111267.603 
        ACC                            74    1315.130     77856.977     79172.107 
          REG                          25     364.057     41239.611     41603.668 
            RC_CG_HIER_INST67           1      11.593      3129.701      3141.295 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.130    198411.118    202210.248 
        MUL                           138    2147.963    109337.017    111484.980 
        ACC                            74    1315.130     77856.983     79172.113 
          REG                          25     364.057     41239.611     41603.668 
            RC_CG_HIER_INST50           1      11.593      3129.701      3141.295 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.125    197356.630    201155.755 
        MUL                           138    2147.963    109388.801    111536.763 
        ACC                            74    1315.097     76750.558     78065.656 
          REG                          25     364.139     40995.365     41359.504 
            RC_CG_HIER_INST24           1      11.593      3129.254      3140.847 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.125    197622.610    201421.735 
        MUL                           138    2147.963    109605.668    111753.630 
        ACC                            74    1315.097     76799.707     78114.805 
          REG                          25     364.139     41044.604     41408.743 
            RC_CG_HIER_INST8            1      11.593      3129.254      3140.847 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.120    191858.474    195657.593 
        MUL                           138    2147.963    110808.312    112956.275 
        ACC                            74    1314.884     68453.092     69767.976 
          REG                          25     363.738     37834.979     38198.716 
            RC_CG_HIER_INST90           1      11.593      3135.397      3146.990 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.120    191575.866    195374.986 
        MUL                           138    2147.963    110566.447    112714.410 
        ACC                            74    1314.884     68453.732     69768.616 
          REG                          25     363.738     37834.979     38198.716 
            RC_CG_HIER_INST58           1      11.593      3135.397      3146.990 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.120    191772.819    195571.939 
        MUL                           138    2147.963    110762.403    112910.366 
        ACC                            74    1314.884     68453.732     69768.616 
          REG                          25     363.738     37834.979     38198.716 
            RC_CG_HIER_INST25           1      11.593      3135.397      3146.990 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.120    191568.437    195367.557 
        MUL                           138    2147.963    110558.039    112706.001 
        ACC                            74    1314.884     68453.732     69768.616 
          REG                          25     363.738     37834.979     38198.716 
            RC_CG_HIER_INST10           1      11.593      3135.397      3146.990 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.097    197844.879    201643.976 
        MUL                           138    2147.963    109120.265    111268.228 
        ACC                            74    1315.074     77585.513     78900.587 
          REG                          25     364.026     41090.093     41454.119 
            RC_CG_HIER_INST84           1      11.593      3129.701      3141.295 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.097    198330.856    202129.953 
        MUL                           138    2147.963    109605.668    111753.630 
        ACC                            74    1315.074     77585.507     78900.581 
          REG                          25     364.026     41090.093     41454.119 
            RC_CG_HIER_INST16           1      11.593      3129.701      3141.295 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.092    189553.856    193352.948 
        MUL                           139    2152.423    110036.836    112189.259 
        ACC                            74    1310.486     67022.682     68333.168 
          REG                          25     363.284     36430.005     36793.289 
            RC_CG_HIER_INST98           1      11.593      3135.682      3147.275 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.092    189787.236    193586.328 
        MUL                           139    2152.423    110270.564    112422.986 
        ACC                            74    1310.486     67022.682     68333.168 
          REG                          25     363.284     36430.005     36793.289 
            RC_CG_HIER_INST82           1      11.593      3135.682      3147.275 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.092    189553.109    193352.201 
        MUL                           139    2152.423    110036.089    112188.511 
        ACC                            74    1310.486     67022.682     68333.168 
          REG                          25     363.284     36430.005     36793.289 
            RC_CG_HIER_INST65           1      11.593      3135.682      3147.275 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.092    189596.367    193395.459 
        MUL                           139    2152.423    110079.694    112232.117 
        ACC                            74    1310.486     67022.682     68333.168 
          REG                          25     363.284     36430.005     36793.289 
            RC_CG_HIER_INST48           1      11.593      3135.682      3147.275 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.092    189313.075    193112.167 
        MUL                           139    2152.423    109796.111    111948.534 
        ACC                            74    1310.486     67022.682     68333.168 
          REG                          25     363.284     36430.005     36793.289 
            RC_CG_HIER_INST31           1      11.593      3135.682      3147.275 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.089    198405.273    202204.363 
        MUL                           138    2147.963    109472.694    111620.656 
        ACC                            74    1315.066     77793.245     79108.311 
          REG                          25     364.109     41376.557     41740.666 
            RC_CG_HIER_INST118          1      11.593      3126.533      3138.127 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.089    198404.938    202204.028 
        MUL                           138    2147.963    109472.694    111620.656 
        ACC                            74    1315.066     77793.251     79108.317 
          REG                          25     364.109     41376.557     41740.666 
            RC_CG_HIER_INST100          1      11.593      3126.533      3138.127 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.089    198052.602    201851.691 
        MUL                           138    2147.963    109119.640    111267.603 
        ACC                            74    1315.066     77793.245     79108.311 
          REG                          25     364.109     41376.557     41740.666 
            RC_CG_HIER_INST66           1      11.593      3126.533      3138.127 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.089    198136.752    201935.842 
        MUL                           138    2147.963    109204.508    111352.470 
        ACC                            74    1315.066     77793.251     79108.317 
          REG                          25     364.109     41376.557     41740.666 
            RC_CG_HIER_INST49           1      11.593      3126.533      3138.127 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.088    199127.269    202926.358 
        MUL                           138    2147.963    110431.517    112579.479 
        ACC                            74    1315.065     77557.167     78872.232 
          REG                          25     364.037     41065.813     41429.850 
            RC_CG_HIER_INST98           1      11.593      3125.462      3137.055 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.088    200612.213    204411.301 
        MUL                           138    2147.963    111916.587    114064.549 
        ACC                            74    1315.065     77557.167     78872.232 
          REG                          25     364.037     41065.813     41429.850 
            RC_CG_HIER_INST81           1      11.593      3125.462      3137.055 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.088    200371.154    204170.242 
        MUL                           138    2147.963    111675.510    113823.473 
        ACC                            74    1315.065     77557.167     78872.232 
          REG                          25     364.037     41065.813     41429.850 
            RC_CG_HIER_INST49           1      11.593      3125.462      3137.055 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.088    200566.612    204365.700 
        MUL                           138    2147.963    111870.968    114018.931 
        ACC                            74    1315.065     77557.167     78872.232 
          REG                          25     364.037     41065.813     41429.850 
            RC_CG_HIER_INST16           1      11.593      3125.462      3137.055 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.088    200362.180    204161.269 
        MUL                           138    2147.963    111666.932    113814.895 
        ACC                            74    1315.065     77557.167     78872.232 
          REG                          25     364.037     41065.813     41429.850 
            RC_CG_HIER_INST1            1      11.593      3125.462      3137.055 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.088    199448.912    203248.000 
        MUL                           138    2147.963    110753.429    112901.392 
        ACC                            74    1315.065     77557.401     78872.466 
          REG                          25     364.037     41066.047     41430.084 
            RC_CG_HIER_INST64           1      11.593      3125.695      3137.289 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.085    196745.220    200544.305 
        MUL                           138    2147.963    109240.887    111388.850 
        ACC                            74    1315.062     76365.329     77680.391 
          REG                          25     364.071     40840.343     41204.414 
            RC_CG_HIER_INST33           1      11.593      3126.538      3138.131 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.084    196903.406    200702.489 
        MUL                           138    2147.963    109509.073    111657.036 
        ACC                            74    1315.061     76255.328     77570.389 
          REG                          25     364.072     40750.991     41115.064 
            RC_CG_HIER_INST93           1      11.593      3126.538      3138.131 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.084    196783.230    200582.314 
        MUL                           138    2147.963    109388.801    111536.763 
        ACC                            74    1315.061     76255.328     77570.389 
          REG                          25     364.072     40750.991     41115.064 
            RC_CG_HIER_INST18           1      11.593      3126.538      3138.131 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.081    199306.758    203105.839 
        MUL                           138    2147.963    110437.039    112585.002 
        ACC                            74    1315.188     77623.849     78939.037 
          REG                          25     364.118     41235.362     41599.480 
            RC_CG_HIER_INST9            1      11.593      3129.771      3141.365 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.068    189119.777    192918.845 
        MUL                           139    2152.423    110036.836    112189.259 
        ACC                            74    1310.471     66659.589     67970.060 
          REG                          25     363.252     36280.482     36643.733 
            RC_CG_HIER_INST99           1      11.593      3135.682      3147.275 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.054    198476.355    202275.409 
        MUL                           138    2147.963    110436.592    112584.555 
        ACC                            74    1315.030     76867.844     78182.875 
          REG                          25     364.196     41378.651     41742.846 
            RC_CG_HIER_INST85           1      11.593      3129.771      3141.365 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.053    197690.345    201489.399 
        MUL                           138    2147.963    110437.561    112585.524 
        ACC                            74    1315.070     76043.546     77358.616 
          REG                          25     364.170     40675.077     41039.246 
            RC_CG_HIER_INST40           1      11.593      3129.771      3141.365 
      Ca[0].Ga[0..SSING_ELEMENT       237    3799.043    197866.121    201665.164 
        MUL                           138    2147.963    110436.592    112584.555 
        ACC                            74    1315.069     76020.042     77335.111 
          REG                          25     364.171     40656.989     41021.160 
            RC_CG_HIER_INST100          1      11.593      3129.771      3141.365 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.997    198803.859    202602.856 
        MUL                           138    2147.963    111578.704    113726.667 
        ACC                            74    1314.955     76041.108     77356.064 
          REG                          25     363.661     39407.662     39771.323 
            RC_CG_HIER_INST53           1      11.593      3128.125      3139.719 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.995    199012.330    202811.325 
        MUL                           138    2147.963    111819.743    113967.706 
        ACC                            74    1314.955     76041.108     77356.064 
          REG                          25     363.661     39407.662     39771.323 
            RC_CG_HIER_INST85           1      11.593      3128.125      3139.719 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.995    198966.720    202765.715 
        MUL                           138    2147.963    111774.162    113922.124 
        ACC                            74    1314.955     76041.108     77356.064 
          REG                          25     363.661     39407.662     39771.323 
            RC_CG_HIER_INST20           1      11.593      3128.125      3139.719 
      Ca[0].Ga[0..SSING_ELEMENT       238    3798.990    188627.799    192426.789 
        MUL                           139    2152.423    110278.313    112430.736 
        ACC                            74    1310.362     66123.289     67433.651 
          REG                          25     363.188     35981.416     36344.605 
            RC_CG_HIER_INST0            1      11.593      3135.682      3147.275 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.990    198848.645    202647.635 
        MUL                           138    2147.963    111639.702    113787.664 
        ACC                            74    1314.955     76041.108     77356.064 
          REG                          25     363.661     39407.662     39771.323 
            RC_CG_HIER_INST5            1      11.593      3128.125      3139.719 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.983    196861.568    200660.551 
        MUL                           138    2147.963    109605.221    111753.184 
        ACC                            74    1314.955     76005.781     77320.736 
          REG                          25     363.661     39408.803     39772.464 
            RC_CG_HIER_INST84           1      11.593      3129.254      3140.847 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.983    196293.840    200092.823 
        MUL                           138    2147.963    109119.640    111267.603 
        ACC                            74    1314.955     75956.929     77271.884 
          REG                          25     363.661     39359.564     39723.225 
            RC_CG_HIER_INST55           1      11.593      3129.254      3140.847 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.974    197341.349    201140.324 
        MUL                           138    2147.963    109605.221    111753.184 
        ACC                            74    1315.042     76345.932     77660.974 
          REG                          25     363.710     39596.507     39960.217 
            RC_CG_HIER_INST94           1      11.593      3129.697      3141.290 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.974    197154.892    200953.866 
        MUL                           138    2147.963    109605.221    111753.184 
        ACC                            74    1315.042     76347.279     77662.321 
          REG                          25     363.710     39596.507     39960.217 
            RC_CG_HIER_INST79           1      11.593      3129.697      3141.290 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.974    197155.338    200954.312 
        MUL                           138    2147.963    109605.668    111753.630 
        ACC                            74    1315.042     76347.279     77662.321 
          REG                          25     363.710     39596.507     39960.217 
            RC_CG_HIER_INST3            1      11.593      3129.697      3141.290 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.968    196718.886    200517.854 
        MUL                           138    2147.963    109120.265    111268.228 
        ACC                            74    1315.042     76347.279     77662.321 
          REG                          25     363.710     39596.507     39960.217 
            RC_CG_HIER_INST65           1      11.593      3129.697      3141.290 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    196603.190    200402.112 
        MUL                           138    2147.963    109605.221    111753.184 
        ACC                            74    1314.899     75734.440     77049.339 
          REG                          25     363.630     39259.968     39623.598 
            RC_CG_HIER_INST95           1      11.593      3129.936      3141.530 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    196383.301    200182.223 
        MUL                           138    2147.963    109509.073    111657.036 
        ACC                            74    1314.899     75735.224     77050.123 
          REG                          25     363.630     39259.902     39623.531 
            RC_CG_HIER_INST117          1      11.593      3129.870      3141.463 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    196359.751    200158.673 
        MUL                           138    2147.963    109472.694    111620.656 
        ACC                            74    1314.899     75748.979     77063.879 
          REG                          25     363.630     39273.663     39637.293 
            RC_CG_HIER_INST116          1      11.593      3143.631      3155.225 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    196512.151    200311.073 
        MUL                           138    2147.963    109605.221    111753.184 
        ACC                            74    1314.899     75735.010     77049.910 
          REG                          25     363.630     39259.968     39623.598 
            RC_CG_HIER_INST80           1      11.593      3129.936      3141.530 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    196383.636    200182.558 
        MUL                           138    2147.963    109509.073    111657.036 
        ACC                            74    1314.899     75735.218     77050.117 
          REG                          25     363.630     39259.902     39623.531 
            RC_CG_HIER_INST99           1      11.593      3129.870      3141.463 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    196027.230    199826.152 
        MUL                           138    2147.963    109120.265    111268.228 
        ACC                            74    1314.899     75735.010     77049.910 
          REG                          25     363.630     39259.968     39623.598 
            RC_CG_HIER_INST66           1      11.593      3129.936      3141.530 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    195991.253    199790.175 
        MUL                           138    2147.963    109120.265    111268.228 
        ACC                            74    1314.899     75731.887     77046.786 
          REG                          25     363.630     39256.565     39620.195 
            RC_CG_HIER_INST83           1      11.593      3126.533      3138.127 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    196027.163    199826.085 
        MUL                           138    2147.963    109120.265    111268.228 
        ACC                            74    1314.899     75734.944     77049.843 
          REG                          25     363.630     39259.902     39623.531 
            RC_CG_HIER_INST82           1      11.593      3129.870      3141.463 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    196007.094    199806.016 
        MUL                           138    2147.963    109120.265    111268.228 
        ACC                            74    1314.899     75748.985     77063.884 
          REG                          25     363.630     39273.663     39637.293 
            RC_CG_HIER_INST81           1      11.593      3143.631      3155.225 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    195994.366    199793.288 
        MUL                           138    2147.963    109119.640    111267.603 
        ACC                            74    1314.899     75735.284     77050.184 
          REG                          25     363.630     39259.968     39623.598 
            RC_CG_HIER_INST51           1      11.593      3129.936      3141.530 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    195994.299    199793.222 
        MUL                           138    2147.963    109119.640    111267.603 
        ACC                            74    1314.899     75735.218     77050.117 
          REG                          25     363.630     39259.902     39623.531 
            RC_CG_HIER_INST65           1      11.593      3129.870      3141.463 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    196211.373    200010.295 
        MUL                           138    2147.963    109337.017    111484.980 
        ACC                            74    1314.899     75735.290     77050.189 
          REG                          25     363.630     39259.968     39623.598 
            RC_CG_HIER_INST35           1      11.593      3129.936      3141.530 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    196115.115    199914.037 
        MUL                           138    2147.963    109240.887    111388.850 
        ACC                            74    1314.899     75735.224     77050.123 
          REG                          25     363.630     39259.902     39623.531 
            RC_CG_HIER_INST48           1      11.593      3129.870      3141.463 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    196091.230    199890.153 
        MUL                           138    2147.963    109204.508    111352.470 
        ACC                            74    1314.899     75748.985     77063.884 
          REG                          25     363.630     39273.663     39637.293 
            RC_CG_HIER_INST47           1      11.593      3143.631      3155.225 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    196263.192    200062.114 
        MUL                           138    2147.963    109388.801    111536.763 
        ACC                            74    1314.899     75735.290     77050.189 
          REG                          25     363.630     39259.968     39623.598 
            RC_CG_HIER_INST20           1      11.593      3129.936      3141.530 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    196259.789    200058.711 
        MUL                           138    2147.963    109388.801    111536.763 
        ACC                            74    1314.899     75731.887     77046.786 
          REG                          25     363.630     39256.565     39620.195 
            RC_CG_HIER_INST32           1      11.593      3126.533      3138.127 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    196263.125    200062.048 
        MUL                           138    2147.963    109388.801    111536.763 
        ACC                            74    1314.899     75735.224     77050.123 
          REG                          25     363.630     39259.902     39623.531 
            RC_CG_HIER_INST31           1      11.593      3129.870      3141.463 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    196275.630    200074.552 
        MUL                           138    2147.963    109388.801    111536.763 
        ACC                            74    1314.899     75748.985     77063.884 
          REG                          25     363.630     39273.663     39637.293 
            RC_CG_HIER_INST30           1      11.593      3143.631      3155.225 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    196480.024    200278.946 
        MUL                           138    2147.963    109605.668    111753.630 
        ACC                            74    1314.899     75735.290     77050.189 
          REG                          25     363.630     39259.968     39623.598 
            RC_CG_HIER_INST4            1      11.593      3129.936      3141.530 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    196344.021    200142.944 
        MUL                           138    2147.963    109473.140    111621.103 
        ACC                            74    1314.899     75731.887     77046.786 
          REG                          25     363.630     39256.565     39620.195 
            RC_CG_HIER_INST15           1      11.593      3126.533      3138.127 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    196383.747    200182.670 
        MUL                           138    2147.963    109509.520    111657.482 
        ACC                            74    1314.899     75735.224     77050.123 
          REG                          25     363.630     39259.902     39623.531 
            RC_CG_HIER_INST14           1      11.593      3129.870      3141.463 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.922    196360.473    200159.395 
        MUL                           138    2147.963    109473.140    111621.103 
        ACC                            74    1314.899     75748.979     77063.879 
          REG                          25     363.630     39273.663     39637.293 
            RC_CG_HIER_INST13           1      11.593      3143.631      3155.225 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.659    201495.924    205294.582 
        MUL                           138    2147.963    108526.198    110674.161 
        ACC                            74    1314.548     81205.203     82519.751 
          REG                          25     364.542     43196.676     43561.219 
            RC_CG_HIER_INST108          1      11.593      3129.701      3141.295 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.659    203909.605    207708.264 
        MUL                           138    2147.963    110939.034    113086.996 
        ACC                            74    1314.548     81205.203     82519.751 
          REG                          25     364.542     43196.676     43561.219 
            RC_CG_HIER_INST91           1      11.593      3129.701      3141.295 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.659    203667.739    207466.397 
        MUL                           138    2147.963    110697.149    112845.112 
        ACC                            74    1314.548     81205.203     82519.751 
          REG                          25     364.542     43196.676     43561.219 
            RC_CG_HIER_INST59           1      11.593      3129.701      3141.295 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.659    204057.397    207856.056 
        MUL                           138    2147.963    111086.860    113234.823 
        ACC                            74    1314.548     81205.203     82519.751 
          REG                          25     364.542     43196.676     43561.219 
            RC_CG_HIER_INST26           1      11.593      3129.701      3141.295 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.659    203922.809    207721.468 
        MUL                           138    2147.963    110952.155    113100.118 
        ACC                            74    1314.548     81205.203     82519.751 
          REG                          25     364.542     43196.676     43561.219 
            RC_CG_HIER_INST11           1      11.593      3129.701      3141.295 
