============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Nov 16 2021  09:03:24 am
  Module:                 axis_accelerator_asic
  Operating conditions:   tt_1p0v_25c 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                            Leakage      Dynamic        Total     
             Instance               Cells  Power(nW)    Power(nW)     Power(nW)   
        ACC                            74    1309.947     72743.636     74053.583 
          REG                          25     363.266     38315.105     38678.372 
            RC_CG_HIER_INST43           1      11.593      3135.943      3147.537 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.970    192895.673    196689.643 
        MUL                           138    2147.963    109013.591    111161.553 
        ACC                            74    1309.947     72743.636     74053.583 
          REG                          25     363.266     38315.105     38678.372 
            RC_CG_HIER_INST59           1      11.593      3135.943      3147.537 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.970    192744.505    196538.475 
        MUL                           138    2147.963    108862.349    111010.312 
        ACC                            74    1309.947     72743.636     74053.583 
          REG                          25     363.266     38315.105     38678.372 
            RC_CG_HIER_INST12           1      11.593      3135.943      3147.537 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.935    190763.218    194557.153 
        MUL                           138    2147.963    108861.866    111009.829 
        ACC                            74    1309.912     70762.793     72072.705 
          REG                          25     363.229     37376.567     37739.796 
            RC_CG_HIER_INST103          1      11.593      3135.943      3147.537 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.830    190003.204    193797.034 
        MUL                           138    2147.963    108950.587    111098.550 
        ACC                            74    1309.807     69913.996     71223.803 
          REG                          25     363.138     37208.154     37571.293 
            RC_CG_HIER_INST74           1      11.593      3135.943      3147.537 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.815    189430.573    193224.388 
        MUL                           138    2147.963    108930.332    111078.295 
        ACC                            74    1309.792     69361.682     70671.474 
          REG                          25     363.113     36986.841     37349.954 
            RC_CG_HIER_INST88           1      11.593      3135.943      3147.537 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.800    188961.404    192755.204 
        MUL                           138    2147.963    109013.591    111161.553 
        ACC                            74    1309.777     68809.368     70119.144 
          REG                          25     363.087     36765.529     37128.616 
            RC_CG_HIER_INST28           1      11.593      3135.943      3147.537 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.687    182698.436    186492.123 
        MUL                           138    2147.963    108862.349    111010.312 
        ACC                            74    1309.650     62635.630     63945.281 
          REG                          25     362.775     34037.492     34400.267 
            RC_CG_HIER_INST2            1      11.593      3135.682      3147.275 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.668    182988.475    186782.143 
        MUL                           138    2147.963    108863.235    111011.197 
        ACC                            74    1309.705     62904.024     64213.729 
          REG                          25     362.807     34187.024     34549.832 
            RC_CG_HIER_INST33           1      11.593      3135.682      3147.275 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.668    182987.100    186780.768 
        MUL                           138    2147.963    108861.866    111009.829 
        ACC                            74    1309.705     62904.024     64213.729 
          REG                          25     362.807     34187.024     34549.832 
            RC_CG_HIER_INST92           1      11.593      3135.682      3147.275 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.668    183055.560    186849.228 
        MUL                           138    2147.963    108930.332    111078.295 
        ACC                            74    1309.705     62904.024     64213.729 
          REG                          25     362.807     34187.024     34549.832 
            RC_CG_HIER_INST78           1      11.593      3135.682      3147.275 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.668    183075.883    186869.551 
        MUL                           138    2147.963    108950.587    111098.550 
        ACC                            74    1309.705     62904.024     64213.729 
          REG                          25     362.807     34187.024     34549.832 
            RC_CG_HIER_INST62           1      11.593      3135.682      3147.275 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.668    183138.712    186932.380 
        MUL                           138    2147.963    109013.591    111161.553 
        ACC                            74    1309.705     62904.024     64213.729 
          REG                          25     362.807     34187.024     34549.832 
            RC_CG_HIER_INST47           1      11.593      3135.682      3147.275 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.668    183138.712    186932.380 
        MUL                           138    2147.963    109013.591    111161.553 
        ACC                            74    1309.705     62904.024     64213.729 
          REG                          25     362.807     34187.024     34549.832 
            RC_CG_HIER_INST18           1      11.593      3135.682      3147.275 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.667    183977.382    187771.049 
        MUL                           138    2147.963    108930.332    111078.295 
        ACC                            74    1309.644     63908.497     65218.141 
          REG                          25     362.860     34829.177     35192.037 
            RC_CG_HIER_INST79           1      11.593      3130.478      3142.071 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.667    183997.705    187791.372 
        MUL                           138    2147.963    108950.587    111098.550 
        ACC                            74    1309.644     63908.497     65218.141 
          REG                          25     362.860     34829.177     35192.037 
            RC_CG_HIER_INST63           1      11.593      3130.478      3142.071 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.667    184060.534    187854.201 
        MUL                           138    2147.963    109013.591    111161.553 
        ACC                            74    1309.644     63908.497     65218.141 
          REG                          25     362.860     34829.177     35192.037 
            RC_CG_HIER_INST48           1      11.593      3130.478      3142.071 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.667    184060.534    187854.201 
        MUL                           138    2147.963    109013.591    111161.553 
        ACC                            74    1309.644     63908.497     65218.141 
          REG                          25     362.860     34829.177     35192.037 
            RC_CG_HIER_INST19           1      11.593      3130.478      3142.071 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.667    183909.405    187703.072 
        MUL                           138    2147.963    108862.349    111010.312 
        ACC                            74    1309.644     63908.497     65218.141 
          REG                          25     362.860     34829.177     35192.037 
            RC_CG_HIER_INST3            1      11.593      3130.478      3142.071 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.656    183842.177    187635.832 
        MUL                           138    2147.963    108862.349    111010.312 
        ACC                            74    1309.633     63841.199     65150.831 
          REG                          25     362.858     34812.553     35175.410 
            RC_CG_HIER_INST1            1      11.593      3135.700      3147.293 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.619    182368.089    186161.707 
        MUL                           138    2147.963    108863.235    111011.197 
        ACC                            74    1309.596     62367.552     63677.148 
          REG                          25     362.744     33888.275     34251.019 
            RC_CG_HIER_INST42           1      11.593      3135.998      3147.592 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.619    182362.456    186156.075 
        MUL                           138    2147.963    108861.866    111009.829 
        ACC                            74    1309.596     62362.032     63671.627 
          REG                          25     362.744     33882.755     34245.498 
            RC_CG_HIER_INST93           1      11.593      3130.478      3142.071 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.619    182366.726    186160.345 
        MUL                           138    2147.963    108861.866    111009.829 
        ACC                            74    1309.596     62367.552     63677.148 
          REG                          25     362.744     33888.275     34251.019 
            RC_CG_HIER_INST102          1      11.593      3135.998      3147.592 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.619    182435.186    186228.805 
        MUL                           138    2147.963    108930.332    111078.295 
        ACC                            74    1309.596     62367.552     63677.148 
          REG                          25     362.744     33888.275     34251.019 
            RC_CG_HIER_INST87           1      11.593      3135.998      3147.592 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.619    182456.760    186250.379 
        MUL                           138    2147.963    108950.587    111098.550 
        ACC                            74    1309.596     62367.552     63677.148 
          REG                          25     362.744     33888.275     34251.019 
            RC_CG_HIER_INST73           1      11.593      3135.998      3147.592 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.619    182519.549    186313.168 
        MUL                           138    2147.963    109013.591    111161.553 
        ACC                            74    1309.596     62367.552     63677.148 
          REG                          25     362.744     33888.275     34251.019 
            RC_CG_HIER_INST58           1      11.593      3135.998      3147.592 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.619    182363.831    186157.450 
        MUL                           138    2147.963    108863.235    111011.197 
        ACC                            74    1309.596     62362.032     63671.627 
          REG                          25     362.744     33882.755     34245.498 
            RC_CG_HIER_INST34           1      11.593      3130.478      3142.071 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.619    182519.589    186313.208 
        MUL                           138    2147.963    109013.591    111161.553 
        ACC                            74    1309.596     62367.552     63677.148 
          REG                          25     362.744     33888.275     34251.019 
            RC_CG_HIER_INST27           1      11.593      3135.998      3147.592 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.619    182367.203    186160.822 
        MUL                           138    2147.963    108862.349    111010.312 
        ACC                            74    1309.596     62367.552     63677.148 
          REG                          25     362.744     33888.275     34251.019 
            RC_CG_HIER_INST11           1      11.593      3135.998      3147.592 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.617    183984.119    187777.736 
        MUL                           138    2147.963    108863.235    111011.197 
        ACC                            74    1309.594     63982.249     65291.843 
          REG                          25     362.923     34882.425     35245.348 
            RC_CG_HIER_INST32           1      11.593      3135.700      3147.293 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.617    183982.744    187776.361 
        MUL                           138    2147.963    108861.866    111009.829 
        ACC                            74    1309.594     63982.249     65291.843 
          REG                          25     362.923     34882.425     35245.348 
            RC_CG_HIER_INST91           1      11.593      3135.700      3147.293 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.617    184051.204    187844.821 
        MUL                           138    2147.963    108930.332    111078.295 
        ACC                            74    1309.594     63982.249     65291.843 
          REG                          25     362.923     34882.425     35245.348 
            RC_CG_HIER_INST77           1      11.593      3135.700      3147.293 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.617    184071.527    187865.144 
        MUL                           138    2147.963    108950.587    111098.550 
        ACC                            74    1309.594     63982.249     65291.843 
          REG                          25     362.923     34882.425     35245.348 
            RC_CG_HIER_INST61           1      11.593      3135.700      3147.293 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.617    184134.317    187927.933 
        MUL                           138    2147.963    109013.591    111161.553 
        ACC                            74    1309.594     63982.249     65291.843 
          REG                          25     362.923     34882.425     35245.348 
            RC_CG_HIER_INST46           1      11.593      3135.700      3147.293 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.617    184134.356    187927.973 
        MUL                           138    2147.963    109013.591    111161.553 
        ACC                            74    1309.594     63982.249     65291.843 
          REG                          25     362.923     34882.425     35245.348 
            RC_CG_HIER_INST17           1      11.593      3135.700      3147.293 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.568    183473.313    187266.880 
        MUL                           138    2147.963    109035.889    111183.852 
        ACC                            74    1309.760     63204.481     64514.241 
          REG                          25     362.839     34336.713     34699.552 
            RC_CG_HIER_INST26           1      11.593      3135.943      3147.537 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.565    184651.407    188444.972 
        MUL                           138    2147.963    110230.135    112378.098 
        ACC                            74    1309.760     63204.481     64514.241 
          REG                          25     362.839     34336.713     34699.552 
            RC_CG_HIER_INST72           1      11.593      3135.943      3147.537 
      Ca[0].Ga[0..SSING_ELEMENT       237    3793.558    184681.136    188474.694 
        MUL                           138    2147.963    110292.746    112440.709 
        ACC                            74    1309.760     63204.481     64514.241 
          REG                          25     362.839     34336.713     34699.552 
            RC_CG_HIER_INST57           1      11.593      3135.943      3147.537 
      Ca[0].Ga[0..SSING_ELEMENT       237    3792.857    193995.003    197787.860 
        MUL                           138    2144.508    111984.729    114129.237 
        ACC                            74    1312.099     69334.715     70646.814 
          REG                          25     363.600     37651.156     38014.756 
            RC_CG_HIER_INST109          1      11.593      3126.597      3138.191 
      Ca[0].Ga[0..SSING_ELEMENT       237    3792.857    193077.012    196869.869 
        MUL                           138    2144.508    111066.737    113211.245 
        ACC                            74    1312.099     69334.715     70646.814 
          REG                          25     363.600     37651.156     38014.756 
            RC_CG_HIER_INST92           1      11.593      3126.597      3138.191 
      Ca[0].Ga[0..SSING_ELEMENT       237    3792.857    193474.598    197267.455 
        MUL                           138    2144.508    111464.324    113608.831 
        ACC                            74    1312.099     69334.715     70646.814 
          REG                          25     363.600     37651.156     38014.756 
            RC_CG_HIER_INST42           1      11.593      3126.597      3138.191 
      Ca[0].Ga[0..SSING_ELEMENT       237    3792.857    193472.878    197265.735 
        MUL                           138    2144.508    111462.603    113607.111 
        ACC                            74    1312.099     69334.715     70646.814 
          REG                          25     363.600     37651.156     38014.756 
            RC_CG_HIER_INST10           1      11.593      3126.597      3138.191 
      Ca[0].Ga[0..SSING_ELEMENT       237    3792.826    193029.457    196822.283 
        MUL                           138    2144.508    111392.014    113536.522 
        ACC                            74    1312.044     69066.248     70378.292 
          REG                          25     363.568     37501.638     37865.207 
            RC_CG_HIER_INST59           1      11.593      3126.597      3138.191 
      Ca[0].Ga[0..SSING_ELEMENT       237    3792.826    192922.603    196715.429 
        MUL                           138    2144.508    111285.246    113429.753 
        ACC                            74    1312.044     69066.248     70378.292 
          REG                          25     363.568     37501.638     37865.207 
            RC_CG_HIER_INST25           1      11.593      3126.597      3138.191 
      Ca[0].Ga[0..SSING_ELEMENT       237    3792.813    267107.632    270900.444 
        MUL                           138    2144.174    151527.241    153671.414 
        ACC                            74    1319.432     89245.232     90564.663 
          REG                          25     367.704     47812.573     48180.277 
            RC_CG_HIER_INST23           1      11.593      3126.599      3138.192 
      Ca[0].Ga[0..SSING_ELEMENT       237    3792.813    266910.287    270703.100 
        MUL                           138    2144.174    151329.914    153474.088 
        ACC                            74    1319.432     89245.232     90564.663 
          REG                          25     367.704     47812.573     48180.277 
            RC_CG_HIER_INST8            1      11.593      3126.599      3138.192 
      Ca[0].Ga[0..SSING_ELEMENT       237    3792.746    264900.541    268693.288 
        MUL                           138    2144.174    151572.144    153716.318 
        ACC                            74    1319.365     86993.256     88312.621 
          REG                          25     367.487     46673.611     47041.098 
            RC_CG_HIER_INST88           1      11.593      3126.599      3138.192 
      Ca[0].Ga[0..SSING_ELEMENT       237    3792.149    196794.264    200586.414 
        MUL                           138    2144.508    112480.705    114625.213 
        ACC                            74    1311.558     73167.051     74478.609 
          REG                          25     363.293     38426.088     38789.381 
            RC_CG_HIER_INST34           1      11.593      3128.445      3140.038 
      Ca[0].Ga[0..SSING_ELEMENT       237    3792.128    194370.890    198163.018 
        MUL                           138    2144.508    111464.324    113608.831 
        ACC                            74    1311.560     71768.195     73079.756 
          REG                          25     363.182     38004.325     38367.507 
            RC_CG_HIER_INST40           1      11.593      3143.828      3155.421 
      Ca[0].Ga[0..SSING_ELEMENT       237    3792.110    193492.254    197284.364 
        MUL                           138    2144.508    111066.737    113211.245 
        ACC                            74    1311.542     71287.146     72598.688 
          REG                          25     363.161     37802.356     38165.518 
            RC_CG_HIER_INST90           1      11.593      3143.828      3155.421 
      Ca[0].Ga[0..SSING_ELEMENT       237    3792.106    194853.389    198645.495 
        MUL                           138    2144.508    111070.792    113215.299 
        ACC                            74    1311.543     72487.720     73799.262 
          REG                          25     363.041     37447.268     37810.309 
            RC_CG_HIER_INST72           1      11.593      3125.463      3137.056 
      Ca[0].Ga[0..SSING_ELEMENT       237    3792.106    196184.362    199976.468 
        MUL                           138    2144.508    112402.744    114547.251 
        ACC                            74    1311.543     72487.720     73799.262 
          REG                          25     363.041     37447.268     37810.309 
            RC_CG_HIER_INST41           1      11.593      3125.463      3137.056 
      Ca[0].Ga[0..SSING_ELEMENT       237    3792.106    193437.909    197230.015 
        MUL                           138    2144.508    109701.133    111845.641 
        ACC                            74    1311.543     72442.137     73753.680 
          REG                          25     363.041     37401.587     37764.628 
            RC_CG_HIER_INST106          1      11.593      3125.809      3137.403 
      Ca[0].Ga[0..SSING_ELEMENT       237    3792.092    193929.195    197721.288 
        MUL                           138    2144.508    111984.729    114129.237 
        ACC                            74    1311.524     70806.096     72117.620 
          REG                          25     363.141     37600.388     37963.528 
            RC_CG_HIER_INST107          1      11.593      3143.828      3155.421 
      Ca[0].Ga[0..SSING_ELEMENT       237    3792.092    193407.070    197199.162 
        MUL                           138    2144.508    111462.603    113607.111 
        ACC                            74    1311.524     70806.096     72117.620 
          REG                          25     363.141     37600.388     37963.528 
            RC_CG_HIER_INST8            1      11.593      3143.828      3155.421 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.957    191351.645    195143.602 
        MUL                           138    2144.508    111392.014    113536.522 
        ACC                            74    1311.389     68821.175     70132.564 
          REG                          25     363.058     36792.389     37155.447 
            RC_CG_HIER_INST57           1      11.593      3143.828      3155.421 
      Ca[0].Ga[0..SSING_ELEMENT       239    3791.950    188514.362    192306.312 
        MUL                           139    2140.288    112947.527    115087.815 
        ACC                            74    1311.360     64222.236     65533.596 
          REG                          25     363.493     35068.024     35431.518 
            RC_CG_HIER_INST114          1      11.593      3128.247      3139.840 
      Ca[0].Ga[0..SSING_ELEMENT       239    3791.950    188507.771    192299.720 
        MUL                           139    2140.288    112940.935    115081.223 
        ACC                            74    1311.360     64222.236     65533.596 
          REG                          25     363.493     35068.024     35431.518 
            RC_CG_HIER_INST80           1      11.593      3128.247      3139.840 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.939    190763.742    194555.681 
        MUL                           138    2144.508    111285.246    113429.753 
        ACC                            74    1311.371     68340.126     69651.496 
          REG                          25     363.037     36590.420     36953.458 
            RC_CG_HIER_INST23           1      11.593      3143.828      3155.421 
      Ca[0].Ga[0..SSING_ELEMENT       239    3791.901    189234.712    193026.613 
        MUL                           139    2140.288    113276.908    115417.196 
        ACC                            74    1311.312     64613.201     65924.512 
          REG                          25     362.912     35044.146     35407.058 
            RC_CG_HIER_INST47           1      11.593      3128.247      3139.840 
      Ca[0].Ga[0..SSING_ELEMENT       239    3791.900    188816.790    192608.690 
        MUL                           139    2140.288    112941.579    115081.867 
        ACC                            74    1311.311     64545.505     65856.816 
          REG                          25     362.914     35025.823     35388.738 
            RC_CG_HIER_INST96           1      11.593      3128.247      3139.840 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.808    186403.744    190195.552 
        MUL                           138    2144.508    111984.729    114129.237 
        ACC                            74    1311.270     63132.673     64443.943 
          REG                          25     362.807     34190.249     34553.056 
            RC_CG_HIER_INST110          1      11.593      3132.740      3144.333 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.808    185485.752    189277.560 
        MUL                           138    2144.508    111066.737    113211.245 
        ACC                            74    1311.270     63132.673     64443.943 
          REG                          25     362.807     34190.249     34553.056 
            RC_CG_HIER_INST93           1      11.593      3132.740      3144.333 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.808    185811.114    189602.922 
        MUL                           138    2144.508    111392.014    113536.522 
        ACC                            74    1311.270     63132.673     64443.943 
          REG                          25     362.807     34190.249     34553.056 
            RC_CG_HIER_INST60           1      11.593      3132.740      3144.333 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.808    185883.338    189675.146 
        MUL                           138    2144.508    111464.324    113608.831 
        ACC                            74    1311.270     63132.673     64443.943 
          REG                          25     362.807     34190.249     34553.056 
            RC_CG_HIER_INST43           1      11.593      3132.740      3144.333 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.808    185704.260    189496.068 
        MUL                           138    2144.508    111285.246    113429.753 
        ACC                            74    1311.270     63132.673     64443.943 
          REG                          25     362.807     34190.249     34553.056 
            RC_CG_HIER_INST26           1      11.593      3132.740      3144.333 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.808    185881.618    189673.426 
        MUL                           138    2144.508    111462.603    113607.111 
        ACC                            74    1311.270     63132.673     64443.943 
          REG                          25     362.807     34190.249     34553.056 
            RC_CG_HIER_INST11           1      11.593      3132.740      3144.333 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.803    187317.323    191109.126 
        MUL                           138    2144.508    111066.737    113211.245 
        ACC                            74    1311.235     65112.215     66423.450 
          REG                          25     363.185     35503.633     35866.817 
            RC_CG_HIER_INST88           1      11.593      3126.600      3138.194 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.803    187713.189    191504.992 
        MUL                           138    2144.508    111462.603    113607.111 
        ACC                            74    1311.235     65112.215     66423.450 
          REG                          25     363.185     35503.633     35866.817 
            RC_CG_HIER_INST6            1      11.593      3126.600      3138.194 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.770    186606.206    190397.976 
        MUL                           138    2144.508    111385.244    113529.751 
        ACC                            74    1311.202     64082.592     65393.794 
          REG                          25     362.860     34749.795     35112.654 
            RC_CG_HIER_INST112          1      11.593      3131.926      3143.519 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.770    185908.126    189699.896 
        MUL                           138    2144.508    110687.164    112831.671 
        ACC                            74    1311.202     64082.592     65393.794 
          REG                          25     362.860     34749.795     35112.654 
            RC_CG_HIER_INST28           1      11.593      3131.926      3143.519 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.757    186686.397    190478.154 
        MUL                           138    2144.508    112014.108    114158.616 
        ACC                            74    1311.189     63534.935     64846.124 
          REG                          25     363.464     34713.226     35076.690 
            RC_CG_HIER_INST69           1      11.593      3128.247      3139.840 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.748    187428.152    191219.900 
        MUL                           138    2144.508    111317.823    113462.331 
        ACC                            74    1311.180     64971.958     66283.138 
          REG                          25     362.962     34916.636     35279.597 
            RC_CG_HIER_INST103          1      11.593      3128.247      3139.840 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.729    184461.168    188252.897 
        MUL                           138    2144.508    110726.914    112871.422 
        ACC                            74    1311.161     62595.883     63907.044 
          REG                          25     362.744     33891.184     34253.927 
            RC_CG_HIER_INST111          1      11.593      3132.740      3144.333 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.729    184106.114    187897.842 
        MUL                           138    2144.508    110367.168    112511.676 
        ACC                            74    1311.161     62600.575     63911.736 
          REG                          25     362.744     33895.875     34258.619 
            RC_CG_HIER_INST106          1      11.593      3137.432      3149.025 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.729    184499.310    188291.039 
        MUL                           138    2144.508    110726.914    112871.422 
        ACC                            74    1311.161     62589.367     63900.528 
          REG                          25     362.744     33885.044     34247.788 
            RC_CG_HIER_INST105          1      11.593      3126.600      3138.194 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.729    185722.542    189514.271 
        MUL                           138    2144.508    111984.729    114129.237 
        ACC                            74    1311.161     62599.443     63910.604 
          REG                          25     362.744     33894.743     34257.487 
            RC_CG_HIER_INST104          1      11.593      3136.299      3147.893 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.729    184751.826    188543.555 
        MUL                           138    2144.508    111066.737    113211.245 
        ACC                            74    1311.161     62546.718     63857.879 
          REG                          25     362.744     33841.945     34204.688 
            RC_CG_HIER_INST94           1      11.593      3132.740      3144.333 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.729    184804.551    188596.280 
        MUL                           138    2144.508    111066.737    113211.245 
        ACC                            74    1311.161     62599.443     63910.604 
          REG                          25     362.744     33894.743     34257.487 
            RC_CG_HIER_INST87           1      11.593      3136.299      3147.893 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.729    184965.939    188757.668 
        MUL                           138    2144.508    111280.850    113425.358 
        ACC                            74    1311.161     62546.718     63857.879 
          REG                          25     362.744     33841.945     34204.688 
            RC_CG_HIER_INST61           1      11.593      3132.740      3144.333 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.729    185131.045    188922.774 
        MUL                           138    2144.508    111392.014    113536.522 
        ACC                            74    1311.161     62600.575     63911.736 
          REG                          25     362.744     33895.875     34258.619 
            RC_CG_HIER_INST56           1      11.593      3137.432      3149.025 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.729    185120.214    188911.943 
        MUL                           138    2144.508    111392.014    113536.522 
        ACC                            74    1311.161     62589.744     63900.905 
          REG                          25     362.744     33885.044     34247.788 
            RC_CG_HIER_INST55           1      11.593      3126.600      3138.194 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.729    185129.913    188921.642 
        MUL                           138    2144.508    111392.014    113536.522 
        ACC                            74    1311.161     62599.443     63910.604 
          REG                          25     362.744     33894.743     34257.487 
            RC_CG_HIER_INST54           1      11.593      3136.299      3147.893 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.729    185149.413    188941.141 
        MUL                           138    2144.508    111464.324    113608.831 
        ACC                            74    1311.161     62546.718     63857.879 
          REG                          25     362.744     33841.945     34204.688 
            RC_CG_HIER_INST44           1      11.593      3132.740      3144.333 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.729    185203.269    188994.998 
        MUL                           138    2144.508    111464.324    113608.831 
        ACC                            74    1311.161     62600.575     63911.736 
          REG                          25     362.744     33895.875     34258.619 
            RC_CG_HIER_INST39           1      11.593      3137.432      3149.025 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.729    185192.438    188984.167 
        MUL                           138    2144.508    111464.324    113608.831 
        ACC                            74    1311.161     62589.744     63900.905 
          REG                          25     362.744     33885.044     34247.788 
            RC_CG_HIER_INST38           1      11.593      3126.600      3138.194 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.729    185202.137    188993.866 
        MUL                           138    2144.508    111464.324    113608.831 
        ACC                            74    1311.161     62599.443     63910.604 
          REG                          25     362.744     33894.743     34257.487 
            RC_CG_HIER_INST37           1      11.593      3136.299      3147.893 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.729    185019.500    188811.228 
        MUL                           138    2144.508    111285.246    113429.753 
        ACC                            74    1311.161     62595.883     63907.044 
          REG                          25     362.744     33891.184     34253.927 
            RC_CG_HIER_INST27           1      11.593      3132.740      3144.333 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.729    185024.191    188815.920 
        MUL                           138    2144.508    111285.246    113429.753 
        ACC                            74    1311.161     62600.575     63911.736 
          REG                          25     362.744     33895.875     34258.619 
            RC_CG_HIER_INST22           1      11.593      3137.432      3149.025 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.729    185013.360    188805.089 
        MUL                           138    2144.508    111285.246    113429.753 
        ACC                            74    1311.161     62589.744     63900.905 
          REG                          25     362.744     33885.044     34247.788 
            RC_CG_HIER_INST21           1      11.593      3126.600      3138.194 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.729    185023.059    188814.788 
        MUL                           138    2144.508    111285.246    113429.753 
        ACC                            74    1311.161     62599.443     63910.604 
          REG                          25     362.744     33894.743     34257.487 
            RC_CG_HIER_INST20           1      11.593      3136.299      3147.893 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.729    185147.692    188939.421 
        MUL                           138    2144.508    111462.603    113607.111 
        ACC                            74    1311.161     62546.718     63857.879 
          REG                          25     362.744     33841.945     34204.688 
            RC_CG_HIER_INST12           1      11.593      3132.740      3144.333 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.729    185200.417    188992.145 
        MUL                           138    2144.508    111462.603    113607.111 
        ACC                            74    1311.161     62599.443     63910.604 
          REG                          25     362.744     33894.743     34257.487 
            RC_CG_HIER_INST5            1      11.593      3136.299      3147.893 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.689    186141.432    189933.121 
        MUL                           138    2144.508    110367.168    112511.676 
        ACC                            74    1311.246     64617.612     65928.858 
          REG                          25     362.920     35036.861     35399.781 
            RC_CG_HIER_INST101          1      11.593      3129.633      3141.226 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.689    186849.166    190640.855 
        MUL                           138    2144.508    111066.737    113211.245 
        ACC                            74    1311.246     64617.612     65928.858 
          REG                          25     362.920     35036.861     35399.781 
            RC_CG_HIER_INST84           1      11.593      3129.633      3141.226 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.687    187246.744    191038.430 
        MUL                           138    2144.508    111464.324    113608.831 
        ACC                            74    1311.246     64617.612     65928.858 
          REG                          25     362.920     35036.861     35399.781 
            RC_CG_HIER_INST34           1      11.593      3129.633      3141.226 
      Ca[0].Ga[0..SSING_ELEMENT       237    3791.684    187038.769    190830.453 
        MUL                           138    2144.508    111280.850    113425.358 
